"Gene Name","Protein IDs","fold1_vs_fold10_log2 fold change","fold1_vs_fold4_log2 fold change","fold10_vs_fold4_log2 fold change","fold1_vs_fold10_p.val","fold1_vs_fold4_p.val","fold10_vs_fold4_p.val","fold1_vs_fold10_p.adj","fold1_vs_fold4_p.adj","fold10_vs_fold4_p.adj","fold1_vs_fold10_significant","fold1_vs_fold4_significant","fold10_vs_fold4_significant","significant","imputed","num_NAs","Protein.names"
"sp|Q08412|CUE5_YEAST","sp|Q08412|CUE5_YEAST",-12.9,-11.5,1.4,0.00965,0.0185,0.754,0.0187,0.0512,0.891,TRUE,FALSE,FALSE,TRUE,TRUE,2,NA
"sp|Q08485|NRT1_YEAST","sp|Q08485|NRT1_YEAST",-11.9,0,11.9,0.0135,1,0.0135,0.0237,1,0.0345,TRUE,FALSE,TRUE,TRUE,TRUE,15,NA
"sp|Q08492|BUD21_YEAST","sp|Q08492|BUD21_YEAST",-19.5,0,19.5,0.00123,1,0.00123,0.0028,1,0.00477,TRUE,FALSE,TRUE,TRUE,TRUE,14,NA
"sp|Q08641|AB140_YEAST","sp|Q08641|AB140_YEAST",-26.7,-25.5,1.22,3.35e-32,6.94e-32,1.45e-11,2.27e-30,7.32e-30,4.31e-10,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
"sp|Q08723|RPN8_YEAST","sp|Q08723|RPN8_YEAST",-16.6,0,16.6,0.00123,1,0.00123,0.0028,1,0.00477,TRUE,FALSE,TRUE,TRUE,TRUE,14,NA
"sp|Q08732|HRK1_YEAST","sp|Q08732|HRK1_YEAST",-11.9,0,11.9,0.0135,1,0.0135,0.0237,1,0.0345,TRUE,FALSE,TRUE,TRUE,TRUE,15,NA
"sp|Q08816|YO352_YEAST","sp|Q08816|YO352_YEAST",-26.8,-4.33,22.5,1.09e-06,0.231,9.09e-06,6.38e-06,0.372,8.83e-05,TRUE,FALSE,TRUE,TRUE,TRUE,11,NA
"sp|Q08921|TCO89_YEAST","sp|Q08921|TCO89_YEAST",-26.5,-25.3,1.24,4.72e-32,9.9e-32,1.59e-11,3.02e-30,8.69e-30,4.65e-10,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
"sp|Q08965|BMS1_YEAST","sp|Q08965|BMS1_YEAST",-25.7,-24.4,1.25,5.19e-31,1.13e-30,7.95e-11,1.71e-29,5.09e-29,2.04e-09,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
"sp|Q08967|FLC1_YEAST","sp|Q08967|FLC1_YEAST",-24.9,0,24.9,5.42e-28,1,5.42e-28,7.94e-27,1,2.12e-26,TRUE,FALSE,TRUE,TRUE,TRUE,12,NA
"sp|Q08972|NEW1_YEAST","sp|Q08972|NEW1_YEAST",-30.4,-29.1,1.3,7.43e-34,1.47e-33,1.04e-12,7.83e-31,3.09e-30,3.42e-11,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
"sp|Q0JRZ9|FCHO2_HUMAN","sp|Q0JRZ9|FCHO2_HUMAN",-4.15,-21.1,-17,0.396,0.000437,0.00266,0.453,0.003,0.00885,FALSE,TRUE,TRUE,TRUE,TRUE,12,NA
"sp|Q12017|PLP2_YEAST","sp|Q12017|PLP2_YEAST",-27.7,-26.6,1.05,6.66e-30,1.22e-29,2.77e-08,1.33e-28,3.46e-28,4.87e-07,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
"sp|Q12019|MDN1_YEAST","sp|Q12019|MDN1_YEAST",-26.8,-25.6,1.2,2.39e-30,4.86e-30,1.09e-09,5.65e-29,1.63e-28,2.28e-08,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
"sp|Q12034|SLF1_YEAST","sp|Q12034|SLF1_YEAST",-19.8,0,19.8,1.39e-05,1,1.39e-05,5.03e-05,1,9.86e-05,TRUE,FALSE,TRUE,TRUE,TRUE,13,NA
"sp|Q12044|RCN2_YEAST","sp|Q12044|RCN2_YEAST",-2.63,-1.94,0.689,1.81e-16,1.88e-14,6.78e-08,2.36e-15,3.55e-13,1.09e-06,TRUE,TRUE,FALSE,TRUE,FALSE,0,NA
"sp|Q12055|KAD6_YEAST","sp|Q12055|KAD6_YEAST",-23.1,0,23.1,1.38e-05,1,1.38e-05,5.03e-05,1,9.86e-05,TRUE,FALSE,TRUE,TRUE,TRUE,13,NA
"sp|Q12060|HFI1_YEAST","sp|Q12060|HFI1_YEAST",-11.5,0,11.5,0.0135,1,0.0135,0.0237,1,0.0345,TRUE,FALSE,TRUE,TRUE,TRUE,15,NA
"sp|Q12100|RTK1_YEAST","sp|Q12100|RTK1_YEAST",-25.7,-12.3,13.4,2.96e-05,0.0135,0.00819,9.49e-05,0.0397,0.0244,TRUE,TRUE,TRUE,TRUE,TRUE,9,NA
"sp|Q12114|CHS5_YEAST","sp|Q12114|CHS5_YEAST",-14.7,-13.7,1.03,0.00465,0.00752,0.82,0.0096,0.0262,0.95,TRUE,TRUE,FALSE,TRUE,TRUE,3,NA
"sp|Q12118|SGT2_YEAST","sp|Q12118|SGT2_YEAST",-26.4,-8.58,17.8,1.91e-05,0.0669,0.000919,6.33e-05,0.145,0.00407,TRUE,FALSE,TRUE,TRUE,TRUE,10,NA
"sp|Q12122|HOSM_YEAST","sp|Q12122|HOSM_YEAST",-22.3,-21.8,0.499,4.2e-06,5.5e-06,0.879,1.95e-05,7.02e-05,0.994,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
"sp|Q12136|SAS10_YEAST","sp|Q12136|SAS10_YEAST",-23.5,-22.1,1.34,3.06e-06,6.17e-06,0.691,1.47e-05,7.74e-05,0.826,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
"sp|Q12159|YRA1_YEAST","sp|Q12159|YRA1_YEAST",-24.4,-23.3,1.17,3.21e-29,6.9e-29,4.39e-09,5.46e-28,1.69e-27,8.41e-08,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
"sp|Q12161|PSH1_YEAST","sp|Q12161|PSH1_YEAST",-15.7,-15.6,0.159,0.0131,0.0139,0.978,0.0237,0.0404,1,TRUE,TRUE,FALSE,TRUE,TRUE,10,NA
"sp|Q12176|MAK21_YEAST","sp|Q12176|MAK21_YEAST",-12.4,-11.1,1.25,0.0137,0.0242,0.782,0.0239,0.0646,0.919,TRUE,FALSE,FALSE,TRUE,TRUE,2,NA
"sp|Q12191|BUG1_YEAST","sp|Q12191|BUG1_YEAST",-27,-25.7,1.21,1.44e-30,2.93e-30,6.79e-10,3.84e-29,1.12e-28,1.48e-08,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
"sp|Q12213|RL7B_YEAST","sp|Q12213|RL7B_YEAST",-29,-27.6,1.37,7.81e-28,1.65e-27,9.43e-08,1.11e-26,3.45e-26,1.48e-06,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
"sp|Q12234|RUD3_YEAST","sp|Q12234|RUD3_YEAST",-8.22,-23.7,-15.5,0.0669,3.72e-05,0.00193,0.0963,0.00032,0.00689,FALSE,TRUE,TRUE,TRUE,TRUE,10,NA
