"Gene Name","Protein IDs","fold1_vs_fold10_log2 fold change","fold1_vs_fold4_log2 fold change","fold10_vs_fold4_log2 fold change","fold1_vs_fold10_p.val","fold1_vs_fold4_p.val","fold10_vs_fold4_p.val","fold1_vs_fold10_p.adj","fold1_vs_fold4_p.adj","fold10_vs_fold4_p.adj","fold1_vs_fold10_significant","fold1_vs_fold4_significant","fold10_vs_fold4_significant","significant","imputed","num_NAs","Protein.names"
"sp|P49757|NUMB_HUMAN","sp|P49757|NUMB_HUMAN",0.564,-1.15,-1.71,0.709,0.45,0.265,0.76,0.611,0.393,FALSE,FALSE,FALSE,FALSE,TRUE,11,NA
"sp|P49790|NU153_HUMAN","sp|P49790|NU153_HUMAN",0.715,0.475,-0.24,4.32e-06,0.000355,0.0369,2.4e-05,0.00254,0.0934,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P49792|RBP2_HUMAN","sp|P49792|RBP2_HUMAN",0.494,0.27,-0.224,6.47e-06,0.00243,0.00902,3.3e-05,0.0118,0.0342,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P49848|TAF6_HUMAN","sp|P49848|TAF6_HUMAN",0.529,0.332,-0.197,0.00146,0.0286,0.173,0.00359,0.0775,0.283,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P49916|DNLI3_HUMAN","sp|P49916|DNLI3_HUMAN",0.516,0.262,-0.254,0.000207,0.0278,0.0318,0.000621,0.0766,0.0833,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P50395|GDIB_HUMAN","sp|P50395|GDIB_HUMAN",2.9,0.983,-1.91,0.0387,0.456,0.156,0.0629,0.616,0.263,FALSE,FALSE,FALSE,FALSE,TRUE,10,NA
"sp|P50502|F10A1_HUMAN","sp|P50502|F10A1_HUMAN",1.93,-0.412,-2.34,0.0859,0.701,0.0412,0.124,0.798,0.1,FALSE,FALSE,FALSE,FALSE,TRUE,1,NA
"sp|P50552|VASP_HUMAN","sp|P50552|VASP_HUMAN",-0.919,0.0633,0.982,0.0913,0.903,0.0728,0.131,0.938,0.153,FALSE,FALSE,FALSE,FALSE,TRUE,1,NA
"sp|P50579|MAP2_HUMAN","sp|P50579|MAP2_HUMAN",-1.78,-1.97,-0.181,0.0427,0.0275,0.826,0.0685,0.076,0.886,FALSE,FALSE,FALSE,FALSE,TRUE,3,NA
"sp|P50851|LRBA_HUMAN","sp|P50851|LRBA_HUMAN",-0.845,-0.153,0.692,0.5,0.902,0.58,0.571,0.938,0.695,FALSE,FALSE,FALSE,FALSE,TRUE,2,NA
"sp|P50990|TCPQ_HUMAN","sp|P50990|TCPQ_HUMAN",1.05,-0.314,-1.37,0.264,0.734,0.152,0.334,0.819,0.258,FALSE,FALSE,FALSE,FALSE,TRUE,3,NA
"sp|P50991|TCPD_HUMAN","sp|P50991|TCPD_HUMAN",0.35,0.345,-0.00568,0.682,0.687,0.995,0.736,0.792,0.998,FALSE,FALSE,FALSE,FALSE,TRUE,13,NA
"sp|P51114|FXR1_HUMAN","sp|P51114|FXR1_HUMAN",-1.63,0.361,1.99,0.118,0.718,0.0603,0.163,0.809,0.133,FALSE,FALSE,FALSE,FALSE,TRUE,15,NA
