"","sumIntensity_1","sumIntensity_2","sumIntensity_3","sumIntensity_4","sumIntensity_5","sumIntensity_6","sumIntensity_7","sumIntensity_8","sumIntensity_9","sumIntensity_10","sumIntensity_11","sumIntensity_12"
"sp|P17174|AATC_HUMAN",346018679.009526,381360808.259202,274123333.333333,366966666.666667,388146688.766233,332329270.650474,457840213.624125,203520108.545054,268369755.186175,245800177.478404,316833333.333333,326468183.191758
"sp|P17252|KPCA_HUMAN",16960000,7196316.17052418,22208329.4279646,14146785.0783784,5870063.1112246,15985297.7740162,16649376.7207844,33149879.560408,22250000,25796795.9976057,19151607.4608108,16316666.6666667
"sp|P17301|ITA2_HUMAN",12450000,4250000,21590000,1.8e+07,4195000,17700000,1256250,NA,22243750,NA,13800000,7300000
"sp|P17480|UBF1_HUMAN",41650000,4e+07,49590000,48100000,39445000,57200000,NA,NA,NA,NA,47800000,32750000
"sp|P17568|NDUB7_HUMAN",22500000,14300000,31790000,23950000,15845000,25350000,NA,39280000,33803640.0822553,38850000,26700000,31450000
"sp|P17612|KAPCA_HUMAN",11150000,8700000,NA,18200000,5745000,18200000,2560000,30500000,2.2e+07,2.5e+07,1.9e+07,11550000
"sp|P17812|PYRG1_HUMAN",70670000,64540000,67250000,77277441.012996,66460814.4262145,64109283.9523724,81380000,60040057.1448644,65477352.9985513,66857288.6519763,61060000,70353421.7078058
"sp|P17844|DDX5_HUMAN",207921428.571429,222453396.455665,188253831.0262,191860415.930566,229887872.415581,202264434.322512,225579079.299547,169670891.715709,188156751.913281,188520617.88923,202942857.142857,190504285.714286
"sp|P17858|PFKAL_HUMAN",72437500,73188113.4877165,73497299.2929523,74862500,74155070.0073403,75694563.3014124,71160406.1053462,73915334.2180059,66469449.2557946,73006489.0662307,73967500,79165000
"sp|P17980|PRS6A_HUMAN",106297500,125527251.948597,109740482.299629,105208447.741709,137422354.098422,107588638.504132,92678930.5165561,90172472.758338,101806106.246315,101779240.782039,110209581.221115,114318750
"sp|P17987|TCPA_HUMAN",345144713.179818,372511308.51815,295081536.47174,335105133.957257,381002735.676627,319080717.406212,379228537.407405,257880650.074136,285377101.59278,289639355.468203,316584666.666667,335230447.180562
"sp|P18031|PTN1_HUMAN",21440000,19050000,26175000,22780000,7484684.3497879,29590000,3980000,31355000,23740000,27090000,24235000,9835000
"sp|P18074|ERCC2_HUMAN",15350000,4200000,21090000,15300000,2345000,12900000,13300000,31600000,18800000,25700000,12400000,12750000
"sp|P18077|RL35A_HUMAN",139950000,151900000,133890000,146500000,156145000,168800000,131300000,103300000,110400000,100100000,133900000,89050000
"sp|P18085|ARF4_HUMAN",662250000,646500000,535190000,655900000,668445000,620800000,1063200000,4.6e+08,564900000,531300000,553400000,699550000
"sp|P18124|RL7_HUMAN",719827777.777778,860838861.369482,686905384.199246,692342709.299536,912166882.866522,773721646.34467,765352514.254292,505613526.167396,653669037.798502,610699436.003921,728400000,623278113.128084
"sp|P18206|VINC_HUMAN",85330000,94670721.0001779,96497206.7177985,81413956.5790856,97402896.5864403,95202665.270086,82989536.1928446,95416963.3943825,96548870.0246297,97309877.1788185,112555531.313209,77313820.526626
"sp|P18583|SON_HUMAN",28426666.6666667,19765286.0173947,36452222.2222222,30566836.6133998,21080525.98531,33308309.2176943,26094396.1976386,42319371.9983446,31944615.8828167,38942811.7855261,27017334.6157349,26947002.8596409
"sp|P18615|NELFE_HUMAN",24663112.9455567,16744517.0404128,34856666.6666667,26674196.3034108,16672530.9007252,22966666.6666667,20098454.1594279,44133333.3333333,32300000,37233333.3333333,24200000,29031738.6319667
"sp|P18621|RL17_HUMAN",382906666.666667,487033333.333333,449270000,331496584.821059,512096402.012511,402566666.666667,320900468.455305,363243333.333333,481210000,426586666.666667,523057930.220937,447675770.355615
"sp|P18669|PGAM1_HUMAN",1403550000,1485800000,1098240000,1217800000,1642845000,1152700000,1841800000,966240000,1234190000,1189480000,1108400000,1406150000
"sp|P18754|RCC1_HUMAN",154916666.666667,180333421.225005,137644933.717679,156683333.333333,200495070.616224,158004074.638785,164283333.333333,131449304.384394,144433333.333333,129114154.342648,164700000,169795135.558753
"sp|P18827|SDC1_HUMAN",21050000,12300000,28390000,21700000,10245000,19700000,10700000,34100000,27600000,30400000,14500000,9950000
"sp|P18859|ATP5J_HUMAN",10280000,-4768107.24801249,19980000,17931892.7519875,-2190000,10620000,5435000,31940000,16895000,22195000,12305000,11495000
