"","BaP_BP1","BaP_BP2","BaP_BP3","BaP_BP4","BaP_BP5","BaP_BP6","DMSO_BP1","DMSO_BP2","DMSO_BP3","DMSO_BP4","DMSO_BP5","DMSO_BP6"
"sp|P17174|AATC_HUMAN",443338046.928979,443761345.266674,368116558.951897,493228618.132048,435458574.660167,404276934.449459,527854517.720754,354347360.454884,360580136.493817,376410503.951306,385842199.035268,444171709.474514
"sp|P17252|KPCA_HUMAN",26577154.8206859,21402081.8302046,26852273.5198016,15791611.9479378,17168992.0146184,28044168.3761784,42045915.7506358,30402002.9899408,20372600.7445098,19793272.161475,15677901.4580355,21415950.7363787
"sp|P17301|ITA2_HUMAN",20199583.0226081,15912693.2963306,13919208.8895074,11423498.8813307,16696406.4427414,18165563.5804492,14352377.6535953,NA,15536314.5774796,9190403.90748339,15080865.1195584,13002104.6042625
"sp|P17480|UBF1_HUMAN",69422696.0715612,52160433.079966,52196173.01784,44809823.6722411,52898514.4234038,68875173.1609205,64089382.2330728,59421300.0191089,48341436.3434006,47843918.4586239,37393676.4528019,43339994.769827
"sp|P17568|NDUB7_HUMAN",21856536.8117944,24181211.9498024,25000361.2848189,19357290.0027499,34242196.7771621,21671972.8718309,NA,32554514.7572495,36922012.6233762,38142828.8840256,24114756.9416863,31390977.6491944
"sp|P17612|KAPCA_HUMAN",15704185.463762,17327349.3770143,10002080.2102979,18334940.1996818,33014658.3097691,17075645.5124026,12269294.9025682,14415198.113863,33527193.6580217,15981868.63568,21914750.5633915,23010954.7092045
"sp|P17655|CAN2_HUMAN",11170376.0917806,1127915.12545082,84372824.388276,3668172.50103239,2424678.94286592,3099751.62907874,1783676.04611785,NA,128444776.237713,5281043.46979746,2505323.13048154,46696944.8011078
"sp|P17812|PYRG1_HUMAN",136069259.246103,112336938.154854,132444277.480818,145220658.790784,113774361.529196,222154052.941959,132645725.766029,132454847.306091,118062454.193232,228120444.632794,180822578.186855,127422294.649513
"sp|P17844|DDX5_HUMAN",318893543.052466,301303989.133549,291421798.519623,307757790.775166,298784302.957925,292305391.752081,338648655.164944,307996660.232028,279421587.992843,312257505.007538,314144734.747041,299844109.652744
"sp|P17858|PFKAL_HUMAN",835545235.78477,627300059.153818,717430914.095581,450379018.290674,626057721.305098,645678257.365122,295436035.371232,192151250.985778,552524550.863134,741479194.040029,867058136.171431,868833701.246122
"sp|P17931|LEG3_HUMAN",30197600.1265521,14752557.5030698,20873487.2281706,10630732.9260891,14259691.8277814,23242805.502722,8441217.53726347,23196930.9313194,15043048.0275462,28036099.2280896,23176560.2890805,10433657.8954999
"sp|P17980|PRS6A_HUMAN",240399653.217725,229759166.306635,222635963.835566,209975997.577744,242751445.286734,236345219.666214,197728366.730447,247319496.105881,233915668.824186,273114238.867006,243616396.110815,221069316.830573
"sp|P17987|TCPA_HUMAN",856875463.686072,798755782.703342,699580891.105585,828835910.734464,755573733.108088,827043568.094026,877856017.170564,648485262.137281,730544602.290901,653298044.361174,783117380.318013,722759591.542832
"sp|P18031|PTN1_HUMAN",22328382.2056755,32019915.5655916,21044700.9371571,84823284.9231881,22240984.275186,30936458.8647807,9947383.12152133,18642739.7573241,24562115.5648407,23667440.8808843,22577655.4457493,14429403.7410905
"sp|P18077|RL35A_HUMAN",853362107.357134,883958420.985777,898885932.713878,937909778.786513,882462659.719661,1054445662.58816,793565005.939069,779246956.896688,802616558.741771,808766032.00877,893567145.820814,729641162.973569
"sp|P18085|ARF4_HUMAN",643665198.420797,599806352.096301,579353661.34539,723206056.379932,519670446.896622,650128172.419695,874414848.977414,379223029.652441,568415976.454214,395781697.018007,387500174.194192,592428286.052901
