"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"360","sp|P0A7E5|PYRG_ECOLI","UPS2-UPS1",0.164036734721699,0.159216191625088,1.03027671399126,6,0.342609584958592,0.888064277593942,NA,0.143617021276596,0.143617021276596
"361","sp|P0A7E9|PYRH_ECOLI","UPS2-UPS1",0.232094400373459,0.284532461385735,0.81570446916007,6,0.445835032517417,0.888064277593942,NA,0.2,0.2
"362","sp|P0A7F3|PYRI_ECOLI","UPS2-UPS1",0.0877843941305679,0.193350526036019,0.454016836314241,6,0.665777112226514,0.916638400086839,NA,0.234375,0.234375
"363","sp|P0A7F6|SPED_ECOLI","UPS2-UPS1",0.327807541530796,0.245742470830282,1.33394744678542,6,0.23061993500496,0.888064277593942,NA,0.201923076923077,0.201923076923077
"364","sp|P0A7F9|QUEA_ECOLI","UPS2-UPS1",0.248841678754972,0.197658655127369,1.25894653383441,6,0.254813164917723,0.888064277593942,NA,0.236111111111111,0.236111111111111
"365","sp|P0A7G2|RBFA_ECOLI","UPS2-UPS1",0.159160915021057,0.190876212721628,0.833843634843988,6,0.436300557266931,0.888064277593942,NA,0.0375,0.0375
"366","sp|P0A7G6|RECA_ECOLI","UPS2-UPS1",0.104489659485894,0.216422191388005,0.482804738348497,6,0.646344477420252,0.912838129874038,NA,0.179347826086957,0.179347826086957
"367","sp|P0A7H6|RECR_ECOLI","UPS2-UPS1",-0.0958802348446671,0.183112707844302,-0.523613221460265,6,0.619316021736853,0.912812968563194,NA,0.0535714285714286,0.0535714285714286
"368","sp|P0A7I0|RF1_ECOLI","UPS2-UPS1",-0.0401329682312543,0.229865983714848,-0.174592897925427,6,0.867141893364606,0.973078917986088,NA,0.222222222222222,0.222222222222222
"369","sp|P0A7I4|RF3_ECOLI","UPS2-UPS1",-0.230955760191841,0.17154557043023,-1.34632307679302,6,0.226831316185903,0.888064277593942,NA,0.103260869565217,0.103260869565217
"370","sp|P0A7I7|RIBA_ECOLI","UPS2-UPS1",0.0152820684769439,0.162180343986751,0.0942288572170764,6,0.927995337892933,0.983432810387541,NA,0.0416666666666666,0.0416666666666667
"371","sp|P0A7J3|RL10_ECOLI","UPS2-UPS1",0.118810046730558,0.104172840603112,1.14050885089341,6,0.297544844071714,0.888064277593942,NA,0.0288461538461539,0.0288461538461538
"372","sp|P0A7J7|RL11_ECOLI","UPS2-UPS1",-0.0232934681916512,0.0752912966752878,-0.309377965584921,6,0.767496321869876,0.946369588473895,NA,0.0288461538461539,0.0288461538461538
"373","sp|P0A7K2|RL7_ECOLI","UPS2-UPS1",0.0500805840830858,0.283189665420375,0.176844674076452,6,0.865448926473727,0.972305845548716,NA,0.0892857142857143,0.0892857142857143
"374","sp|P0A7K6|RL19_ECOLI","UPS2-UPS1",-0.107982604267543,0.162588284119681,-0.664147511317956,6,0.531274514515853,0.894354465823737,NA,0.0583333333333333,0.0583333333333333
"375","sp|P0A7L0|RL1_ECOLI","UPS2-UPS1",0.137035644467216,0.103617969317933,1.32250849316249,6,0.234172214280498,0.888064277593942,NA,0.0649999999999999,0.065
"376","sp|P0A7L3|RL20_ECOLI","UPS2-UPS1",0.11436624318079,0.218583802144754,0.52321463008065,6,0.619576989159261,0.912812968563194,NA,0.0555555555555556,0.0555555555555556
"377","sp|P0A7L8|RL27_ECOLI","UPS2-UPS1",0.0546133577959655,0.115746327569752,0.471836635707116,6,0.653713417687746,0.912838129874038,NA,0,0
"378","sp|P0A7M2|RL28_ECOLI","UPS2-UPS1",-0.295485718685912,0.209874290122568,-1.40791765639015,6,0.208798873995069,0.888064277593942,NA,0.107142857142857,0.107142857142857
"379","sp|P0A7M6|RL29_ECOLI","UPS2-UPS1",-0.0405803064882882,0.175805885863167,-0.230824504475763,6,0.825120591590807,0.961348462810446,NA,0,0
"380","sp|P0A7M9|RL31_ECOLI","UPS2-UPS1",-0.105808217734436,0.175834921320569,-0.601747462561969,6,0.569366055708489,0.895925713909886,NA,0.05,0.05
"381","sp|P0A7N4|RL32_ECOLI","UPS2-UPS1",-0.0489403962055646,0.219273765435951,-0.223193121658961,6,0.830789875632006,0.962039181272169,NA,0.145833333333333,0.145833333333333
"382","sp|P0A7N9|RL33_ECOLI","UPS2-UPS1",0.029189011516016,0.18649900620494,0.15651027911613,6,0.880764269375963,0.974354985067737,NA,0,0
"383","sp|P0A7P5|RL34_ECOLI","UPS2-UPS1",-0.165923576286873,0.220022112460211,-0.754122276309291,6,0.479315670166527,0.890267594908293,NA,0.25,0.25
"384","sp|P0A7R1|RL9_ECOLI","UPS2-UPS1",-0.0133474814889856,0.0592366850213587,-0.225324585333784,6,0.829205290088343,0.961655025164223,NA,0.0773809523809523,0.0773809523809524
"385","sp|P0A7R5|RS10_ECOLI","UPS2-UPS1",-0.0234855042369513,0.126681998075057,-0.185389436493073,6,0.859031861209637,0.970779581913032,NA,0.0220588235294118,0.0220588235294118
"386","sp|P0A7R9|RS11_ECOLI","UPS2-UPS1",0.104986461573753,0.110210644047487,0.952598203931346,6,0.377575846691443,0.888064277593942,NA,0.1,0.1
"387","sp|P0A7S3|RS12_ECOLI","UPS2-UPS1",-0.0861609691292467,0.293754224123791,-0.293309719668704,6,0.779165939685196,0.950637591796659,NA,0.166666666666667,0.166666666666667
"388","sp|P0A7S9|RS13_ECOLI","UPS2-UPS1",0.00952112018707326,0.103027708126623,0.0924131999070738,6,0.929378123284821,0.983910340147572,NA,0.00694444444444442,0.00694444444444444
"389","sp|P0A7T3|RS16_ECOLI","UPS2-UPS1",-0.0337429660138607,0.0396311850842518,-0.851424602674048,6,0.42720223331145,0.888064277593942,NA,0.0681818181818182,0.0681818181818182
"390","sp|P0A7T7|RS18_ECOLI","UPS2-UPS1",-0.0195660437718321,0.239747685134116,-0.0816109809814715,6,0.937610388370465,0.984234475310817,NA,0,0
"391","sp|P0A7U3|RS19_ECOLI","UPS2-UPS1",0.171158398950799,0.09707657690788,1.76312767098513,6,0.128338653747444,0.888064277593942,NA,0.0583333333333333,0.0583333333333333
"392","sp|P0A7U7|RS20_ECOLI","UPS2-UPS1",0.0981262743333314,0.177532306566886,0.552723480198587,6,0.600422869728769,0.904478942624842,NA,0,0
"393","sp|P0A7V0|RS2_ECOLI","UPS2-UPS1",0.208231579446027,0.153208029722933,1.35914272784919,6,0.222965955143991,0.888064277593942,NA,0.0625,0.0625
"394","sp|P0A7V3|RS3_ECOLI","UPS2-UPS1",-0.171868048802528,0.158192345963334,-1.08644983899767,6,0.318988567082235,0.888064277593942,NA,0.0677083333333334,0.0677083333333333
"395","sp|P0A7V8|RS4_ECOLI","UPS2-UPS1",-0.0323636236861334,0.0725399353353207,-0.446149056192708,6,0.671138834854972,0.917966510073709,NA,0.0572916666666666,0.0572916666666667
"396","sp|P0A7W1|RS5_ECOLI","UPS2-UPS1",0.0313679629531959,0.122660348497931,0.255730261142418,6,0.806700428462942,0.955636702853687,NA,0.0580357142857143,0.0580357142857143
"397","sp|P0A7W7|RS8_ECOLI","UPS2-UPS1",-0.114895674942505,0.133873971072519,-0.858237594821675,6,0.423714254027391,0.888064277593942,NA,0.0583333333333333,0.0583333333333333
"398","sp|P0A7X3|RS9_ECOLI","UPS2-UPS1",-0.0324054143064776,0.131295128119044,-0.246813532007797,6,0.813280310609549,0.957246077503025,NA,0.102272727272727,0.102272727272727
"399","sp|P0A7X6|RIMM_ECOLI","UPS2-UPS1",0.156622562874744,0.236483453317112,0.662298189060703,6,0.532379608027156,0.89437610922844,NA,0.2625,0.2625
"400","sp|P0A7Y0|RNC_ECOLI","UPS2-UPS1",0.0948560035077031,0.170220252074011,0.557254512033387,6,0.597511965423892,0.904191941942534,NA,0.233333333333333,0.233333333333333
"401","sp|P0A7Y8|RNPA_ECOLI","UPS2-UPS1",-0.0698148879847128,0.340690605759407,-0.204921670291125,5,0.845714332470439,0.965846770371243,NA,0.1875,0.0625
"402","sp|P0A7Z0|RPIA_ECOLI","UPS2-UPS1",0.0998018670551998,0.104422382950773,0.955751671576473,6,0.37610363139305,0.888064277593942,NA,0.0921052631578947,0.0921052631578947
"403","sp|P0A7Z4|RPOA_ECOLI","UPS2-UPS1",-0.0399232151626119,0.122827391156433,-0.325035114616786,6,0.756189137665748,0.945793207823918,NA,0.0816326530612245,0.0816326530612245
"404","sp|P0A800|RPOZ_ECOLI","UPS2-UPS1",0.246550031012703,0.122707212060832,2.00925460591898,6,0.0912487010171601,0.888064277593942,NA,0.140625,0.140625
"405","sp|P0A805|RRF_ECOLI","UPS2-UPS1",0.100299051034482,0.0803904943013228,1.24764814430096,6,0.258645702336607,0.888064277593942,NA,0.103260869565217,0.103260869565217
"406","sp|P0A809|RUVA_ECOLI","UPS2-UPS1",0.0174328352475421,0.376863560860332,0.0462576833051863,6,0.964606062543292,0.992742263697798,NA,0.291666666666667,0.291666666666667
"407","sp|P0A812|RUVB_ECOLI","UPS2-UPS1",0.173406542285471,0.414183625103428,0.418670685597889,6,0.690030040330469,0.923686376117705,NA,0.225,0.225
"408","sp|P0A817|METK_ECOLI","UPS2-UPS1",0.118990555127528,0.094888712963353,1.25400114946741,6,0.256484519546281,0.888064277593942,NA,0.115740740740741,0.115740740740741
"409","sp|P0A821|SELA_ECOLI","UPS2-UPS1",0.180813722361244,0.201003742618231,0.899554008328422,6,0.403014442086927,0.888064277593942,NA,0.255681818181818,0.255681818181818
"410","sp|P0A825|GLYA_ECOLI","UPS2-UPS1",0.212184431604901,0.17651194202039,1.20209674867432,6,0.274612101861617,0.888064277593942,NA,0.0945121951219512,0.0945121951219512
"411","sp|P0A830|DCTA_ECOLI","UPS2-UPS1",0.0544506053658248,0.158179547250745,0.344232906922601,6,0.742415038115217,0.94003019479705,NA,0.175,0.175
"412","sp|P0A832|SSRP_ECOLI","UPS2-UPS1",-0.107924189071462,0.0539530271697605,-2.00033612074971,6,0.0923832739195811,0.888064277593942,NA,0.0625,0.0625
"413","sp|P0A836|SUCC_ECOLI","UPS2-UPS1",0.0875212622604751,0.0495472037000161,1.76642183059155,6,0.127755011544005,0.888064277593942,NA,0.0478723404255319,0.0478723404255319
"414","sp|P0A840|SURE_ECOLI","UPS2-UPS1",-0.0311017072970394,0.268149669367014,-0.115986371978221,6,0.91144797039401,0.98266938993961,NA,0.140625,0.140625
"415","sp|P0A847|TGT_ECOLI","UPS2-UPS1",0.226470406836725,0.113802932060249,1.9900226007958,6,0.0937131027078775,0.888064277593942,NA,0.173611111111111,0.173611111111111
"416","sp|P0A850|TIG_ECOLI","UPS2-UPS1",0.182411994398996,0.166440438342558,1.09595958900064,6,0.315125609425581,0.888064277593942,NA,0.0625,0.0625
"417","sp|P0A853|TNAA_ECOLI","UPS2-UPS1",0.0905232509488262,0.0748765585477542,1.20896650039135,6,0.272150741302943,0.888064277593942,NA,0.0900537634408602,0.0900537634408602
"418","sp|P0A855|TOLB_ECOLI","UPS2-UPS1",0.232818958114938,0.168040506745284,1.38549307321387,6,0.215207336979505,0.888064277593942,NA,0.0583333333333333,0.0583333333333333
"419","sp|P0A858|TPIS_ECOLI","UPS2-UPS1",0.192443376703946,0.0488184175150063,3.94202406591305,6,0.00760693375399812,0.334546607389376,NA,0.166666666666667,0.166666666666667
"420","sp|P0A862|TPX_ECOLI","UPS2-UPS1",0.320955992609401,0.175847310795643,1.82519704826418,6,0.11776927671008,0.888064277593942,NA,0.0882352941176471,0.0882352941176471
"421","sp|P0A867|TALA_ECOLI","UPS2-UPS1",-0.00211327846253112,0.0300451173681934,-0.0703368349883131,6,0.946211311539821,0.987394158695843,NA,0.0694444444444444,0.0694444444444444
"422","sp|P0A870|TALB_ECOLI","UPS2-UPS1",0.17080745835368,0.210604074863623,0.81103586653908,6,0.448313159567543,0.888064277593942,NA,0.0404411764705882,0.0404411764705882
"423","sp|P0A873|TRMD_ECOLI","UPS2-UPS1",-0.0723645742651921,0.170721821082703,-0.42387419373963,6,0.686433263621632,0.921794287217089,NA,0.285714285714286,0.285714285714286
"424","sp|P0A877|TRPA_ECOLI","UPS2-UPS1",0.208261172060076,0.177440472521533,1.17369599562356,6,0.284992304042852,0.888064277593942,NA,0.114583333333333,0.114583333333333
"425","sp|P0A879|TRPB_ECOLI","UPS2-UPS1",0.103002926456051,0.13725278033175,0.75046149307202,6,0.481359708716044,0.890267594908293,NA,0.139423076923077,0.139423076923077
"426","sp|P0A881|TRPR_ECOLI","UPS2-UPS1",0.115670447783568,0.178124946024499,0.649378149243953,6,0.540141184098938,0.895409214897498,NA,0.0892857142857143,0.0892857142857143
"427","sp|P0A884|TYSY_ECOLI","UPS2-UPS1",0.144356094722683,0.155403788789329,0.928909750832251,6,0.388778620149777,0.888064277593942,NA,0.0416666666666666,0.0416666666666667
"428","sp|P0A887|UBIE_ECOLI","UPS2-UPS1",0.0852490942418132,0.19717440555157,0.432353753030673,6,0.680591275885581,0.920389611399399,NA,0.125,0.125
"429","sp|P0A890|TUSA_ECOLI","UPS2-UPS1",0.482876465645576,0.326026437762284,1.48109603920421,6,0.18908518804576,0.888064277593942,NA,0.25,0.25
"430","sp|P0A894|RAPZ_ECOLI","UPS2-UPS1",0.122758319339706,0.251367781467714,0.48836139071973,6,0.6426278636592,0.912838129874038,NA,0.175,0.175
"431","sp|P0A8A0|YEBC_ECOLI","UPS2-UPS1",0.0261047272263094,0.113462158112508,0.230074305482751,6,0.825677401914623,0.961348462810446,NA,0.113636363636364,0.113636363636364
"432","sp|P0A8A2|YEEN_ECOLI","UPS2-UPS1",-0.00555665636918646,0.307936247851821,-0.0180448271613036,6,0.986188181024708,0.997586367802273,NA,0.194444444444444,0.194444444444444
"433","sp|P0A8A4|PSRP_ECOLI","UPS2-UPS1",0.238869585988253,0.268248382735984,0.890479128156958,6,0.407494453151,0.888064277593942,NA,0.322916666666667,0.322916666666667
"434","sp|P0A8A8|RIMP_ECOLI","UPS2-UPS1",-0.114829749902133,0.199317934652771,-0.576113484730698,6,0.585484129976114,0.899532022110318,NA,0.1875,0.1875
"435","sp|P0A8B2|YFCN_ECOLI","UPS2-UPS1",0.138337152262355,0.307161209450513,0.45037312006236,6,0.668257562059073,0.916638400086839,NA,0.3125,0.3125
"436","sp|P0A8B5|YBAB_ECOLI","UPS2-UPS1",0.0747869246837162,0.248889359057422,0.300482611900101,6,0.773948585025655,0.950637591796659,NA,0.0808823529411765,0.0808823529411765
"437","sp|P0A8C1|YBJQ_ECOLI","UPS2-UPS1",0.213259096285906,0.114428924185611,1.86368173784442,4,0.135820383959036,0.888064277593942,NA,0.4375,0.1875
"438","sp|P0A8C4|YGFB_ECOLI","UPS2-UPS1",-0.0688072121085663,0.263704546510176,-0.26092539176571,6,0.802874746758048,0.954981782205088,NA,0.166666666666667,0.166666666666667
"439","sp|P0A8D0|NRDR_ECOLI","UPS2-UPS1",-0.0794648225801947,0.115019908412348,-0.690878854600651,6,0.515466162969455,0.893497976750763,NA,0.211538461538462,0.211538461538462
"440","sp|P0A8D3|YAII_ECOLI","UPS2-UPS1",-0.0409980476953616,0.132456891267481,-0.309519929865867,6,0.767393511496356,0.946369588473895,NA,0.1875,0.1875
"441","sp|P0A8D6|YMDB_ECOLI","UPS2-UPS1",0.1426376407638,0.14022330886585,1.01721776441789,6,0.348299700353857,0.888064277593942,NA,0.15625,0.15625
"442","sp|P0A8E1|YCFP_ECOLI","UPS2-UPS1",0.0273480584270659,0.159605545250779,0.171347796118834,6,0.869583035288783,0.973078917986088,NA,0.136363636363636,0.136363636363636
"443","sp|P0A8E5|YACL_ECOLI","UPS2-UPS1",0.440403639003351,0.319966938997094,1.37640357589367,6,0.217855543432859,0.888064277593942,NA,0.175,0.175
"444","sp|P0A8E7|YAJQ_ECOLI","UPS2-UPS1",-0.060452096050159,0.119672823009742,-0.505144731525534,6,0.631471131520627,0.912838129874038,NA,0.109375,0.109375
"445","sp|P0A8F0|UPP_ECOLI","UPS2-UPS1",0.241367496079169,0.194772911657495,1.2392251777989,6,0.2615356179388,0.888064277593942,NA,0.154411764705882,0.154411764705882
"446","sp|P0A8F4|URK_ECOLI","UPS2-UPS1",0.0529522678441365,0.108049409038419,0.490074571581493,6,0.641484263201757,0.912838129874038,NA,0.15,0.15
"447","sp|P0A8F8|UVRB_ECOLI","UPS2-UPS1",0.0553281483769781,0.0851626696680205,0.649676068078387,6,0.539961407136549,0.895409214897498,NA,0.13,0.13
"448","sp|P0A8G0|UVRC_ECOLI","UPS2-UPS1",-0.564450755946634,0.191238524079156,-2.95155360910964,6,0.0255613852804368,0.888064277593942,NA,0.236111111111111,0.236111111111111
"449","sp|P0A8G3|UXAC_ECOLI","UPS2-UPS1",0.216826792809496,0.154515140938952,1.40327214208194,6,0.210111977557631,0.888064277593942,NA,0.178571428571429,0.178571428571429
"450","sp|P0A8G6|NQOR_ECOLI","UPS2-UPS1",0.104037306480838,0.0919848506184241,1.13102653079702,6,0.301216236706515,0.888064277593942,NA,0.04375,0.04375
"451","sp|P0A8G9|EX7S_ECOLI","UPS2-UPS1",-0.149348309546643,0.26887885180809,-0.555448331255294,6,0.598671349723215,0.904478942624842,NA,0.291666666666667,0.291666666666667
"452","sp|P0A8H6|YIHI_ECOLI","UPS2-UPS1",0.273965161094011,0.123157432872815,2.22451178709559,6,0.0677757839469006,0.888064277593942,NA,0.272727272727273,0.272727272727273
"453","sp|P0A8H8|YACG_ECOLI","UPS2-UPS1",0.0199828961222105,0.163518735048977,0.122205544925634,6,0.906726596325388,0.979580268599229,NA,0.05,0.05
"454","sp|P0A8I3|YAAA_ECOLI","UPS2-UPS1",0.0906788587263968,0.212912782821365,0.42589673351119,6,0.685037658379161,0.921092036202809,NA,0.205882352941177,0.205882352941176
"455","sp|P0A8I5|TRMB_ECOLI","UPS2-UPS1",0.14843222806579,0.0993665305644436,1.49378495176024,6,0.185847589686011,0.888064277593942,NA,0.118055555555556,0.118055555555556
"456","sp|P0A8I8|RLMH_ECOLI","UPS2-UPS1",0.526954551701641,0.108388534586745,4.86171857300931,5,0.00462619811365883,0.212302265607256,NA,0.375,0.25
"457","sp|P0A8J2|DNAT_ECOLI","UPS2-UPS1",0.401370662708185,0.288364555640758,1.39188625944795,5,0.22269893756531,0.888064277593942,NA,0.416666666666667,0.291666666666667
"458","sp|P0A8J4|YBED_ECOLI","UPS2-UPS1",-0.0763414228960221,0.283702375074382,-0.269089826533904,6,0.796874596460242,0.954981782205088,NA,0.208333333333333,0.208333333333333
"459","sp|P0A8J8|RHLB_ECOLI","UPS2-UPS1",0.323638712227201,0.168962122709084,1.91545126823742,6,0.103919482366511,0.888064277593942,NA,0.201086956521739,0.201086956521739
"460","sp|P0A8K1|PSD_ECOLI","UPS2-UPS1",0.170406851221849,0.228520581681827,0.745695857973571,6,0.484029639036125,0.890833973849397,NA,0.166666666666667,0.166666666666667
"461","sp|P0A8K5|YAEP_ECOLI","UPS2-UPS1",0.396940294018875,0.353436067488873,1.12308938032017,6,0.304318620644812,0.888064277593942,NA,0.125,0.125
"462","sp|P0A8L1|SYS_ECOLI","UPS2-UPS1",0.207691934481048,0.164805599599495,1.26022377264955,6,0.254383063309367,0.888064277593942,NA,0.140957446808511,0.140957446808511
"463","sp|P0A8L7|YCIU_ECOLI","UPS2-UPS1",-0.654659214826214,0.434377929846597,-1.5071189621844,6,0.182501164382536,0.888064277593942,NA,0.166666666666667,0.166666666666667
"464","sp|P0A8M0|SYN_ECOLI","UPS2-UPS1",-0.0495389859834496,0.121168388258724,-0.40884414404912,6,0.696846545026208,0.926864625617457,NA,0.0955882352941176,0.0955882352941176
"465","sp|P0A8M3|SYT_ECOLI","UPS2-UPS1",-0.0034030447780683,0.0773982897278958,-0.043967958336446,6,0.966356688477996,0.992742263697798,NA,0.11472602739726,0.11472602739726
"466","sp|P0A8M6|YEEX_ECOLI","UPS2-UPS1",0.346097629753342,0.377442407168747,0.916954807355838,6,0.394528855324027,0.888064277593942,NA,0.154411764705882,0.154411764705882
"467","sp|P0A8N0|MATP_ECOLI","UPS2-UPS1",-0.32153059394519,0.247260359434103,-1.30037258977163,6,0.241185542442104,0.888064277593942,NA,0.261363636363636,0.261363636363636
"468","sp|P0A8N3|SYK1_ECOLI","UPS2-UPS1",0.208182704829205,0.156309661907709,1.33186075824362,6,0.231264314998204,0.888064277593942,NA,0.0823170731707317,0.0823170731707317
"469","sp|P0A8N5|SYK2_ECOLI","UPS2-UPS1",0.162135100432404,0.183244161263617,0.884803637476641,6,0.410315321529272,0.888064277593942,NA,0.118589743589744,0.118589743589744
"470","sp|P0A8N7|EPMA_ECOLI","UPS2-UPS1",0.115431955882807,0.501208494329594,0.230307261725895,2,0.839265621792903,0.965846770371243,NA,0.5,0
"471","sp|P0A8P3|FETP_ECOLI","UPS2-UPS1",-0.173784741130657,0.215897853544221,-0.804939642880987,6,0.451563958394089,0.888064277593942,NA,0.107142857142857,0.107142857142857
"472","sp|P0A8Q0|FRDC_ECOLI","UPS2-UPS1",0.216972841957116,0.183051106957366,1.18531291923654,6,0.280706433036815,0.888064277593942,NA,0.0833333333333334,0.0833333333333333
"473","sp|P0A8R0|RRAA_ECOLI","UPS2-UPS1",0.317735235829383,0.318326395155746,0.998142914519941,6,0.356747242067835,0.888064277593942,NA,0.0454545454545454,0.0454545454545455
"474","sp|P0A8R4|SLYX_ECOLI","UPS2-UPS1",0.0571668674667666,0.121675399278754,0.46983094204441,6,0.655065619878232,0.912838129874038,NA,0,0
"475","sp|P0A8R7|YCJF_ECOLI","UPS2-UPS1",0.0378883574127243,0.126149351396167,0.300345241520407,6,0.774048383882696,0.950637591796659,NA,0.15625,0.15625
"476","sp|P0A8S1|ARGP_ECOLI","UPS2-UPS1",0.129768503313708,0.175040056195683,0.741364611815685,6,0.486465009170721,0.893497976750763,NA,0.0681818181818182,0.0681818181818182
"477","sp|P0A8T7|RPOC_ECOLI","UPS2-UPS1",0.189796929157803,0.17562295653577,1.08070683298824,6,0.321340363244173,0.888064277593942,NA,0.0897887323943662,0.0897887323943662
"478","sp|P0A8U0|SYDP_ECOLI","UPS2-UPS1",0.0757711289426243,0.168482992971359,0.449725682137572,6,0.668698785473108,0.916638400086839,NA,0.25,0.25
"479","sp|P0A8U2|YAFD_ECOLI","UPS2-UPS1",0.305612454129609,0.443024693484485,0.689831647364621,6,0.51607960728391,0.893497976750763,NA,0.34375,0.34375
"480","sp|P0A8U6|METJ_ECOLI","UPS2-UPS1",0.248254974503498,0.215217383932276,1.15350800185183,6,0.29257330216704,0.888064277593942,NA,0.234375,0.234375
"481","sp|P0A8V0|RBN_ECOLI","UPS2-UPS1",-0.363987334560997,0.22639776095005,-1.60773380899868,6,0.159017800932193,0.888064277593942,NA,0.2375,0.2375
"482","sp|P0A8V2|RPOB_ECOLI","UPS2-UPS1",0.218241795303482,0.206315189528136,1.05780769609171,6,0.33086020559469,0.888064277593942,NA,0.119402985074627,0.119402985074627
"483","sp|P0A8V6|FADR_ECOLI","UPS2-UPS1",-0.0139320897177942,0.203051183689211,-0.0686136838242644,6,0.947526617042634,0.987394158695843,NA,0.177083333333333,0.177083333333333
"484","sp|P0A8W0|NANR_ECOLI","UPS2-UPS1",0.246949279877558,0.230176070953792,1.07287121052272,6,0.324572167058711,0.888064277593942,NA,0.225,0.225
"485","sp|P0A8W2|SLYA_ECOLI","UPS2-UPS1",0.351248422295102,0.233140215528501,1.50659731311848,6,0.182631016776872,0.888064277593942,NA,0.107142857142857,0.107142857142857
"486","sp|P0A8W5|YQGE_ECOLI","UPS2-UPS1",-0.0599386900710804,0.15972550576182,-0.375260605907612,6,0.720374550027407,0.932693012491885,NA,0.25,0.25
"487","sp|P0A8W8|YFBU_ECOLI","UPS2-UPS1",0.100180905297835,0.0991667389588877,1.0102268799962,6,0.351376900029781,0.888064277593942,NA,0.22,0.22
"488","sp|P0A8X0|YJGA_ECOLI","UPS2-UPS1",0.031764515368015,0.212511171232519,0.149472214490126,6,0.886078736280885,0.974354985067737,NA,0.221153846153846,0.221153846153846
"489","sp|P0A8X2|YCEI_ECOLI","UPS2-UPS1",-0.119568166583561,0.115439988816088,-1.0357603791356,6,0.340242706593716,0.888064277593942,NA,0.111111111111111,0.111111111111111
"490","sp|P0A8Y3|YIHX_ECOLI","UPS2-UPS1",0.0340604107360174,0.168975233576458,0.201570431447907,6,0.846912728244311,0.965846770371243,NA,0.173076923076923,0.173076923076923
"491","sp|P0A8Y5|YIDA_ECOLI","UPS2-UPS1",0.0487055808998596,0.178999183719924,0.272099458152101,6,0.794666585206278,0.954981782205088,NA,0.170454545454545,0.170454545454545
"492","sp|P0A8Z0|YCIA_ECOLI","UPS2-UPS1",-0.00149727385115388,0.0883519453226821,-0.016946699313586,6,0.98702860993047,0.997586367802273,NA,0.2,0.2
"493","sp|P0A8Z7|YQIA_ECOLI","UPS2-UPS1",0.0576706077194607,0.142571353170828,0.404503474483827,6,0.699867547626154,0.927448473418721,NA,0.25,0.25
"494","sp|P0A901|BLC_ECOLI","UPS2-UPS1",0.154291124349881,0.127210130619851,1.2128839393378,6,0.270755721692735,0.888064277593942,NA,0.244047619047619,0.196428571428571
"495","sp|P0A903|BAMC_ECOLI","UPS2-UPS1",0.138414703431355,0.182579276265078,0.758107416475883,6,0.477097349782483,0.890267594908293,NA,0.0833333333333334,0.0833333333333333
"496","sp|P0A905|SLYB_ECOLI","UPS2-UPS1",-0.09858195338418,0.127737464430254,-0.771754424779634,6,0.469554785976791,0.888312343986687,NA,0,0
"497","sp|P0A908|MIPA_ECOLI","UPS2-UPS1",0.283150581261751,0.377530010715576,0.750008140346415,6,0.481613260722535,0.890267594908293,NA,0.0340909090909091,0.0340909090909091
"498","sp|P0A910|OMPA_ECOLI","UPS2-UPS1",0.0555506147483507,0.0496444475558023,1.11896934064801,6,0.305939564842862,0.888064277593942,NA,0.0661764705882353,0.0661764705882353
"499","sp|P0A912|PAL_ECOLI","UPS2-UPS1",-0.0842389768136006,0.197755817809999,-0.425974708337208,6,0.684983880923904,0.921092036202809,NA,0.101190476190476,0.101190476190476
"500","sp|P0A915|OMPW_ECOLI","UPS2-UPS1",0.24315484919558,0.226393184492393,1.07403785030353,6,0.324089296415228,0.888064277593942,NA,0.166666666666667,0.166666666666667
"501","sp|P0A917|OMPX_ECOLI","UPS2-UPS1",0.191327241076995,0.285944451234015,0.66910632555137,6,0.528318571996654,0.893497976750763,NA,0.0865384615384616,0.0865384615384615
"502","sp|P0A921|PA1_ECOLI","UPS2-UPS1",0.241605060817441,0.254675230227404,0.948679070994489,6,0.379411773390932,0.888064277593942,NA,0.25,0.25
"503","sp|P0A927|TSX_ECOLI","UPS2-UPS1",0.390185258498069,0.331362181609595,1.1775189812028,6,0.283575734808366,0.888064277593942,NA,0.136363636363636,0.136363636363636
"504","sp|P0A935|MLTA_ECOLI","UPS2-UPS1",-0.0619336333757488,0.209672541638904,-0.295382661418824,6,0.777656831173696,0.950637591796659,NA,0.296875,0.296875
"505","sp|P0A937|BAME_ECOLI","UPS2-UPS1",0.200050499714427,0.183087203888963,1.09265145496324,6,0.316464981972841,0.888064277593942,NA,0.09375,0.09375
"506","sp|P0A940|BAMA_ECOLI","UPS2-UPS1",0.149633704022986,0.179537751369552,0.833438666138726,6,0.436511788962756,0.888064277593942,NA,0.119140625,0.119140625
"507","sp|P0A944|RIMI_ECOLI","UPS2-UPS1",-0.0211819314927981,0.248241927291133,-0.0853277757063027,5,0.935312179796516,0.984234475310817,NA,0.25,0.125
"508","sp|P0A948|RIMJ_ECOLI","UPS2-UPS1",0.198614645662357,0.287442081779025,0.690972749825282,6,0.515411183433128,0.893497976750763,NA,0.196428571428571,0.196428571428571
