"","sumIntensity_1","sumIntensity_2","sumIntensity_3","sumIntensity_4","sumIntensity_5","sumIntensity_6","sumIntensity_7","sumIntensity_8","sumIntensity_9","sumIntensity_10","sumIntensity_11","sumIntensity_12","sumIntensity_13","sumIntensity_14","sumIntensity_15","sumIntensity_16","sumIntensity_17","sumIntensity_18"
"sp|Q9H0X4|F234A_HUMAN",94408500,92036540,88659070,94207430,92449730,91752625,80433745.5,82004510,84815410,84226745,87503690,83616310,74185185,71853470,72526830,69589710,72076260,67938810
"sp|Q9H1B7|I2BPL_HUMAN",180606900.897643,177752628.114342,181417261.902941,176683035,173054282.864331,179248434.33056,180182684.75,178777786.955962,180707712.908148,180981651.25,182102287.5,177178155.517579,161257275.348657,158029359.016769,156473710,157068932.07673,161031087.5,165344465
"sp|Q9H1E3|NUCKS_HUMAN",2477017140.45881,2468377562.44978,2480079855.81197,2499960300.70469,2502162113.59535,2506975234.67889,2501568450.4336,2543745544.02379,2588325702.60296,2621749839.95969,2576834574.76283,2595418650.97845,2587725574.40735,2659718449.8856,2579958085.90087,2600300571.85063,2633014054.81052,2611728894.07184
"sp|Q9H1E5|TMX4_HUMAN",56705534.9999999,110341622.5,115391481,120751862.5,129548504,130724406.5,163476486,161517085,159903205,168644799,166831726,167200084,153092695,162168150,154632735,149732060,158519035,174562168
"sp|Q9H1H9|KI13A_HUMAN",41149884,37415965.6666667,34355510,31129181.6666667,29762422.3333333,31810619.797049,25132633.252853,26686303.3333333,26181787.3333333,24538452.3695139,25560262.3695139,25009284.6666667,12449657.3695139,10065457.3695139,12378876,12255392.3695139,11481544.9729107,10042700.6848493
"sp|Q9H2G2|SLK_HUMAN",51626529.8336675,47837124.6666667,51097544.3333333,53641285.5668566,47558253.3333333,50087739.4973721,41572363.1666667,49097045.2064356,42839685.6666667,50262438.3500079,49506287.6607767,46734576.3333333,18896375.2406054,23922396.1373407,21462051.1668648,13801823.2639103,15841648.383788,28890138.9863169
"sp|Q9H2G9|GO45_HUMAN",52387950,27279290,38338002,19835710,42417460,24047515,37499395.5,28202690,30994010,26751615,28000610,26705180,NA,14670670,NA,16808990,NA,19614690
"sp|Q9H2J7|S6A15_HUMAN",121341377.584521,138371447.5,137228710,132965553.814305,138021065,135741101.060934,134761993.25,132801362.25,133835311,131370455,136414025.852133,130810992.5,120395085.332301,115933406.845865,115324062.882513,125190978.699342,115967306.944831,119726661.21548
"sp|Q9H2P0|ADNP_HUMAN",210539670.67076,207466637.209241,193633801.098478,200242788.259952,202393546.674843,208191311.369956,201222277.270213,207612549.922213,199426550.8221,199671108.640455,202212572.211155,201199565.57615,201599515.227688,198620543.770837,202032912.337655,198203617.748946,196384956.35841,198576618.649956
"sp|Q9H2Y7|ZN106_HUMAN",59145186.1659744,59982064.3532765,61517394.5,58237947.5,63069386.3452724,55538592.5,51426914.5422616,52627541.382586,53061318.4094023,54681763.9100305,54257307.5,53545379.5011911,41069175.9425496,25879130.7134763,45242609.6126226,36076185.7134763,43677733.2758781,42457275.7134763
"sp|Q9H307|PININ_HUMAN",760875195.817188,766230163.742001,765919892.863616,773504835.192705,761907919.944189,777756066.56293,768777426.969283,759806756.033302,760460819.900106,764375169.595892,776378325.52576,762313026.43665,758596053.541301,754928480.366379,751897340.658468,752519025.955685,752059938.31028,754653948.19824
"sp|Q9H3H1|MOD5_HUMAN",34149030,28669820,27522920,25725770,22868680,23423445,21150665.5,22032960,20825160,21254805,23142770,22440330,12752735,10593680,8442260,8080710,7675730,6738890
"sp|Q9H3N1|TMX1_HUMAN",525143814.706626,547625046.974436,555977387.923505,554173080.823461,551076466.26264,548290181.650291,534365828.139215,537185026.340713,534058596.548227,541329679,536441989.169813,552846427.5,529930734.673286,538635072.724602,542565487.896156,537329999.376131,529803106.166743,527635151.745794
"sp|Q9H3P2|NELFA_HUMAN",36174883.0266319,35745760.9363254,34747143.3333333,33520621,32141748.3333334,32471777.182523,28677538.403502,28262347.3451799,26433769.6666667,27056036.2341959,25337155.9576035,21914205.9576035,4734560.95760352,6003240.95760352,3707384.58767113,1003080.95760352,3471995.95760352,8515554.58767113
"sp|Q9H3Q1|BORG4_HUMAN",174153143.164962,166367873.191413,164480480.149886,165661232.949886,164804330.566223,167035582.137878,158938100.373265,162924130.437992,161395301.199927,164235566.236456,164178155.5,162967101.225965,141839167.006102,141214198.384931,131794454.728447,137652033.21631,144019147.28473,151361193.155236
