"","BaP_BP1","BaP_BP2","BaP_BP3","BaP_BP4","BaP_BP5","BaP_BP6","DMSO_BP1","DMSO_BP2","DMSO_BP3","DMSO_BP4","DMSO_BP5","DMSO_BP6"
"sp|Q8NBJ5|GT251_HUMAN",80033389.7878068,78924240.1109022,78638462.1524963,79023913.2915186,86174551.3018807,89367558.4178962,63640822.8159202,68681325.1739675,78533534.4728052,66468539.1170333,70855295.9327409,62944499.5688555
"sp|Q8NBJ7|SUMF2_HUMAN",42002819.7718737,38989513.0520418,41558871.3988629,NA,14069258.3169428,33828544.0088094,30432492.7784383,44133263.922527,51372925.4010268,42722737.90197,NA,22747703.968971
"sp|Q8NBK3|SUMF1_HUMAN",26003026.1240328,13449393.537676,22468119.9381219,13517232.9822324,21671566.0714186,13563889.5961094,15853768.7788355,25898066.6943742,NA,10955171.3645568,14196132.2064603,25844294.2292037
"sp|Q8NBN3|TM87A_HUMAN",22534299.6498047,22816571.9632014,25262646.3112591,18776621.2639952,23470055.9050199,24403401.7930552,26320031.4098575,25603794.3677395,22815706.8691698,25167954.2341093,19515694.3190271,19267749.8375619
"sp|Q8NBN7|RDH13_HUMAN",23713392.3350173,68710959.2201056,29170113.9918547,32613511.006661,29912866.9646863,26666868.2266716,45787170.5535999,25203209.6902366,72224773.6340495,24879631.3932587,25187969.3159115,47483656.8602363
"sp|Q8NBQ5|DHB11_HUMAN",52473926.6353467,45178644.9553137,56833414.3889967,42752051.2694207,55665256.3703991,65745016.5235379,62962528.9284409,40668306.8977685,55753712.1358099,48200106.4450822,58266629.5386349,50162925.2900376
"sp|Q8NBS9|TXND5_HUMAN",623508122.382738,709399230.345576,863606724.845331,573857177.827662,848557763.193108,646124761.662101,552128418.942941,1096021972.14737,943438533.708678,911597419.982592,734856942.455008,750996920.017077
"sp|Q8NBU5|ATAD1_HUMAN",18290847.2643689,9060366.08150342,12998785.3894393,NA,7494931.82600068,20390666.2260055,NA,10022379.0375509,7317558.70849527,11244716.1003564,NA,853661.777051113
"sp|Q8NBX0|SCPDL_HUMAN",32917020.0075402,37468450.0258824,36291913.9696361,39890985.4589338,39524885.4578746,48522843.8642924,42434614.309271,27655767.7427524,52626172.7691853,36231123.804986,44322509.8840829,51185511.0817398
"sp|Q8NBZ7|UXS1_HUMAN",NA,7657453.02570224,2286111.84810056,2344447.1851762,9067222.32591854,6339135.27251605,NA,NA,6492555.6263007,NA,8180065.10947622,3491449.78568066
"sp|Q8NC51|PAIRB_HUMAN",202649510.940693,264219566.313038,416927286.598318,150398196.465908,225370753.684779,226977986.322826,105810577.827021,372780317.721319,438192383.031548,391136483.348504,374331201.271816,271115917.461449
"sp|Q8NC56|LEMD2_HUMAN",26265948.9939224,17607058.9204097,39672050.7478775,NA,33387625.9571791,39910642.9120475,NA,NA,23870839.9695521,11354275.9499757,9606276.56024683,9130234.88891911
"sp|Q8NC60|NOA1_HUMAN",63869868.0371158,NA,1594274.65298639,4364374.89690404,NA,7020844.27275507,2799862.84638813,1968893.61917235,3067144.53778831,9723662.53640249,NA,9639300.49197324
"sp|Q8NCA5|FA98A_HUMAN",31614367.6921887,30450212.9875645,35780290.693721,38203621.7650895,32466405.6322461,28652807.5895608,49825606.1832206,59265136.3336026,42538088.1945972,42960584.0906005,31120512.0346391,37590464.1462237
"sp|Q8NCC3|PAG15_HUMAN",NA,11835093.5130371,NA,NA,NA,NA,6847307.55787553,4845634.4359694,NA,NA,NA,NA
"sp|Q8NCN5|PDPR_HUMAN",113900953.419752,63165375.341403,87731674.229523,56642365.154752,56256635.8479969,54972682.5771238,97123469.2232725,55482056.0348115,73834052.2867697,75311976.8311419,108186182.95,64776692.441128
"sp|Q8NCW5|NNRE_HUMAN",241694425.572283,226057777.765611,329443917.714058,203666024.50162,231834261.479741,190517487.132257,191696290.322477,307704063.942719,267384393.484907,314087329.235063,261868308.135088,234625161.158565
"sp|Q8ND04|SMG8_HUMAN",NA,4459610.3996625,5174263.32007803,NA,3976381.89927415,6527311.02490048,NA,NA,NA,26401312.6922527,NA,NA
"sp|Q8ND24|RN214_HUMAN",15799087.9005717,22179868.6470885,27031289.4582822,17135559.4282016,22440103.7855316,21215079.0820025,28528558.101977,31369186.8056357,29238170.7007906,28178400.4131086,25949484.1772275,30576152.1869955
"sp|Q8ND30|LIPB2_HUMAN",6027799.57768333,5050463.38419359,8533884.24154411,5169819.92876681,5429481.30365364,7113132.67269284,3843045.24293456,4051406.46548695,4985639.99067865,2538336.26822512,1960108.69230122,5693017.67169211
"sp|Q8ND56|LS14A_HUMAN",25701347.9050969,25488513.1852823,30083355.7508067,23452215.7507087,28438627.0916694,20610415.5270971,17782934.3185328,33098589.8416802,29511778.5046121,32686427.3422465,24850507.83832,29121533.2575929
"sp|Q8ND76|CCNY_HUMAN",5397956.33966975,15630115.0694901,3493857.43268552,18990818.9104718,11289969.8001943,10648747.4766325,NA,6194207.25069334,5929383.35994919,3630586.84420426,NA,2428202.40145236
"sp|Q8NDD1|CA131_HUMAN",NA,NA,NA,255339895.3321,NA,NA,NA,11775923.4253232,NA,NA,7143225.60446043,235154227.321932
"sp|Q8NDI1|EHBP1_HUMAN",26451215.5771108,22467964.8181327,31652109.1592772,25850711.4961035,23947099.9209733,26821820.6947409,50551438.1738169,41802618.7514281,18342784.3802571,37483114.4623615,24566605.1136163,27957024.2624409
"sp|Q8NE01|CNNM3_HUMAN",4400541.64773117,NA,NA,3567556.07790416,15264102.3599444,3075593.18331082,NA,2977634.44166663,7042650.32819613,6675373.9870397,7917404.57460785,NA
