"","BaP_BP1","BaP_BP2","BaP_BP3","BaP_BP4","BaP_BP5","BaP_BP6","DMSO_BP1","DMSO_BP2","DMSO_BP3","DMSO_BP4","DMSO_BP5","DMSO_BP6"
"sp|P10599|THIO_HUMAN",2401266366.66667,2692897200,2059749206.66667,2265133933.33333,2958279233.33333,2027055063.33333,2032801326.66667,1651238330,1962278810,1902318870,2025630400,2226364571.33333
"sp|P10606|COX5B_HUMAN",25427505,83475155,52541850,39276430,173375183.333333,44543710,NA,119156980,128359555,152038090,126626596.666667,182179473.333333
"sp|P10619|PPGB_HUMAN",457698150,561747960,382468970,426627456.666667,588074116.666667,472217376.666667,486050966.666667,314785596.666667,378252123.333333,369261903.333333,443043000,331948106.666667
"sp|P10620|MGST1_HUMAN",102378422,110784833.333333,49035690,80190263.3333333,133337293.333333,96409430,65057040,51125355,76818713.3333333,57618216.6666667,67994616.6666667,70982753.6666667
"sp|P10644|KAP0_HUMAN",88470440,113344673.333333,68127503.3333333,94885386.6666667,130632210,235378280,76377020,48624806.6666667,67974113.3333333,55334906.6666667,84840523.3333333,101477840
"sp|P10646|TFPI1_HUMAN",229177778,263729727.333333,221229070.666667,193992239.333333,262389396.666667,231062964.333333,230390823.333333,183400437.666667,239805289.333333,237924407,206888247.666667,195756623.333333
"sp|P10768|ESTD_HUMAN",320050846.666667,400860320,258243122.333333,345091232.333333,422740373.666667,327786256.666667,387054946.666667,204849985.666667,269451028.666667,239346159.666667,321592420,345550974.333333
"sp|P10809|CH60_HUMAN",8522442266.66667,10680643143.3333,7606003033.33333,7181094500,11054760510,10052105033.3333,7822014666.66667,6302599833.33333,7861896733.33333,7434940266.66667,9911219400,8923482676.66667
"sp|P10909|CLUS_HUMAN",31640913.3333333,59686979.6666667,53899206,38138206.6666667,67213857.6666667,31371025.6666667,35696182,30860669.6666667,59108407,50107469.6666667,49190834,102988673.333333
"sp|P11021|BIP_HUMAN",4356914833.33333,5062696786.66667,4184701166.66667,3703294900,5501401080,4826934960,4282466066.66667,3825235310,4429301213.33333,4232388746.66667,4896973360,5197501566.66667
"sp|P11047|LAMC1_HUMAN",111104326.666667,126349763.333333,105111780,71936266.6666667,122848403.333333,94986540,149127350,80048356,91511516.6666667,87034358.6666667,107550276.666667,223049983.333333
"sp|P11117|PPAL_HUMAN",55140841.6666667,72282540,35285336.6666667,52932720,70216850,53973596.6666667,46804006.6666667,25910040,48267059.3333333,31966000,56709670,53885103.3333333
"sp|P11142|HSP7C_HUMAN",3234606236.66667,3768115883.33333,2472060240,2972268673.33333,3842199406.66667,3556540196.66667,3335126036.66667,2129271566.33333,2713198796.66667,2555844460.66667,3326568363.33333,2928051359.66667
"sp|P11166|GTR1_HUMAN",110347770.666667,149504827,85878892.6666667,140192776.666667,157664036.666667,127238140,80192141,55359719.3333333,105976367.333333,85445666.6666667,109949610.666667,91157046.6666667
"sp|P11168|GTR2_HUMAN",105486760,124574613.333333,14885160,88129856.6666667,143618770,101597766.666667,11553375,153302133.5,139649596.666667,16229720,129271153.333333,151173166.666667
"sp|P11171|EPB41_HUMAN",76538406.6666667,90866863.3333333,83057640,72576426.6666667,96363956.6666667,73134923.3333333,83985700,840435083.333333,79544226.6666667,68518566.6666667,78418750,145233893.333333
"sp|P11172|UMPS_HUMAN",152314009.333333,201517720.333333,87789790,163169607.666667,169549493.333333,170084776.666667,163297576.666667,71085946.6666667,123649696.666667,85782253.3333333,118890003.333333,114400443.333333
"sp|P11177|ODPB_HUMAN",303176306.666667,375911040,266388306.666667,270079620,402338813.333333,293707636.666667,327545106.666667,210953960,266628406.666667,258901276.666667,315529823.333333,357999790
"sp|P11182|ODB2_HUMAN",16360737,19063522.6666667,7787401.5,12147610.3333333,24058610,13076681.3333333,9323071,6296875,10622058,9460436.5,15786607,30218481
"sp|P11216|PYGB_HUMAN",576668463.333333,676706243.333333,470746970,503045920,731631323.333333,576396980,508777766.666667,392740700,405685980,361730979.333333,567218270,493069863
"sp|P11233|RALA_HUMAN",50234120,14304830,16467093.3333333,NA,57067340,35113558,NA,27032530,13776060,11822740,9303775,32131390
"sp|P11234|RALB_HUMAN",36436920,41889600,19918850,36427220,25503340,39147823.3333333,47208610,29443100,23191930,60211865,31969640,73287750
"sp|P11279|LAMP1_HUMAN",196955060,171412696.666667,127939380,213233630,323228370,221071500,180091566.666667,149579943.333333,222662003.333333,157361476.666667,224469583.333333,190155013.333333
"sp|P11310|ACADM_HUMAN",213174940,219345066.666667,206164308.333333,192975086.666667,267525353.333333,208366396.666667,190226293.333333,122070936.666667,175853816.666667,160281610,197151686.666667,268179230
"sp|P11387|TOP1_HUMAN",75489433.3333333,99244763.3333333,67196100,87354576.6666667,141550966.666667,110771580,70805506.6666667,46253650.3333333,80309940.3333333,56488813.6666667,73545963.3333333,44336763.3333333
"sp|P11388|TOP2A_HUMAN",1398296,4956018,2134669,6567626,4479426.66666667,2896760,24878366.5,2725128,4739973.66666667,8242333.33333333,8135654,1527067.5
"sp|P11413|G6PD_HUMAN",407262866.666667,473549313.333333,327567343.333333,450992626.666667,558304380,446703176.666667,439967226.666667,268543780,341824110,319560986.666667,408009396.666667,394060216.666667
"sp|P11498|PYC_HUMAN",311444303.333333,460764163.333333,238518520,309306326.666667,440132560,349971070,287100396.666667,166274860,232572723.333333,211321486.666667,318321133.333333,303583266.666667
"sp|P11532|DMD_HUMAN",95612090,140195885,84975715.3333333,54979214,66786150,23758596.3333333,24571815.3333333,69613149,133978997.666667,4021395.5,78891773,14809910.3333333
"sp|P11586|C1TC_HUMAN",337690633.333333,371455760,214343866.666667,253040296.666667,337285999.666667,327368600,324764780,198672970,225095660,335034806.666667,267597460,277487406.666667
"sp|P11717|MPRI_HUMAN",146543316.666667,160843490,145898086.666667,116412693.333333,172972840,149464146.666667,285423130,119736703.333333,139376168.333333,181013017,140517333.333333,130898503.333333
"sp|P11766|ADHX_HUMAN",647243763.333333,715212180,539715373.333333,610492153.333333,707573400,716639640,703706433.333333,389721233.333333,482886222,507282140,655644363.333333,634737100
"sp|P11940|PABP1_HUMAN",319121100,340233806.666667,252007823.333333,239338226.666667,326803726.666667,269482833.333333,282833350,217611850,252894973.333333,227238626.666667,253516176.666667,219458630
"sp|P12004|PCNA_HUMAN",776177776.666667,836448333.333333,590841580,677472896.666667,845203100,809327700,764675300,488360890,622351623.333333,595974740,760290423.333333,465010733.333333
"sp|P12081|HARS1_HUMAN",102879076.666667,134532286.666667,91571456.6666667,112726200,139249250,130722156.666667,105979136.666667,62203153.3333333,70458977.3333333,77037213.3333333,114445100,89042936.6666667
"sp|P12235|ADT1_HUMAN",66974140,103328443.333333,50608081.6666667,68493163,108150413.333333,85266343.3333333,38033176.6666667,40371835.5,79774760,51961450,86615866.6666667,83141860
"sp|P12236|ADT3_HUMAN",201921506.666667,277886140,162133672.333333,209036238.333333,290313846.666667,257272168,139206533.333333,108863760,235480528.666667,156254418,258710308.333333,254727976.666667
"sp|P12268|IMDH2_HUMAN",259055851,288255350,223860030,266368899.333333,282212502,255412970,348706010,174181957.666667,220172616.666667,224780538.333333,255806716.666667,240194076.666667
"sp|P12270|TPR_HUMAN",187932943.333333,257434580,144409163.333333,213143166.666667,205011620,224441586.666667,185232906.666667,140345970,129929865.666667,169174683.333333,216908630,158359076.666667
"sp|P12277|KCRB_HUMAN",163885973.333333,186878793.333333,126555376.666667,132443663.333333,179022906.666667,136481833.333333,348312100,111086340.666667,124876993.333333,158001370,153280763.333333,163089360
"sp|P12429|ANXA3_HUMAN",66476583.3333333,78338983.3333333,71906760,59426113.3333333,54453313.3333333,59339090,74360410,76790046.6666667,54868023.3333333,48632579.6666667,45714476.6666667,42880773.3333333
"sp|P12694|ODBA_HUMAN",16510410,18959505,8965047.5,16417963.3333333,25997600,26142790,9063881,12006017.5,22773158.3333333,13843539,16026343,17434075
"sp|P12814|ACTN1_HUMAN",436674573.333333,490255426.666667,351632990,369519913.333333,481003890,429390300,608190980,315979929,373938638.666667,332955600,396912076.666667,406382956.666667
"sp|P12830|CADH1_HUMAN",336383233.333333,408889420,295827736.666667,202799543.333333,291646656.666667,69662770,249206906.666667,204681776.666667,327545366.666667,222598443.333333,232302026.666667,208733793.333333
"sp|P12931|SRC_HUMAN",44331146.6666667,68499810,40467690,37880370,58146793.3333333,112040450,48263600,26263694,22486020,33433647.6666667,38402700,47293963.3333333
"sp|P12955|PEPD_HUMAN",204761393.333333,282529090,164372196.666667,207087359,192965447.666667,243623933.333333,284687133.333333,162531473.333333,170669323.333333,195441950,229540866.666667,184279690
"sp|P12956|XRCC6_HUMAN",973527646.666667,1182156356.66667,790029476.666667,855482770,1182835406.66667,997101390,1039569483.33333,643206643.333333,841151733.333333,749487343.333333,1000663953.33333,1057820500
"sp|P13010|XRCC5_HUMAN",1064355733.33333,1354256173.33333,796516846.666667,1044436740,1434340863.33333,977743376.666667,1274288840,575458276.666667,938826040,671068870,1024000100,1188545346.66667
"sp|P13073|COX41_HUMAN",209540035.333333,442093896.666667,286452263.333333,173168260,445382010,400550526.666667,253348630,162806023.333333,406944750,276241756.666667,328075783.333333,406989533.333333
