"","protein","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","mean_10","mean_1","ngood_10","ngood_1"
"24","sp|A6NMS7|L37A1_HUMAN;sp|A6NM11|L37A2_HUMAN",-0.396339920592946,22.1758573221438,-1.50417152057206,0.176350686728559,0.232245118783779,-6.23550353989754,FALSE,21.8927573788631,22.2890972994561,2,5
"25","sp|A7E2V4|ZSWM8_HUMAN",NA,22.4222345687641,NA,NA,NA,NA,NA,NA,22.4222345687641,0,6
"26","sp|A7KAX9|RHG32_HUMAN",2.12651382656436,22.8363405434615,3.21646615345636,0.00924990780132563,0.0177738205804128,-3.73736745853695,TRUE,23.8995974567437,21.7730836301793,5,5
"27","sp|A8CG34|P121C_HUMAN",-1.39258947869028,23.6280934128014,-6.2985051954767,0.000235255202995702,0.000761001383834956,0.564779742023108,TRUE,22.5836513037837,23.976240782474,2,6
"28","sp|B2RTY4|MYO9A_HUMAN",-0.390541007222412,22.8824274571908,-1.79158933192756,0.103510513959078,0.145247425013315,-6.08241359983117,FALSE,22.6481028528573,23.0386438600797,4,6
"29","sp|C9JLW8|MCRI1_HUMAN",-0.65043873330881,24.906189990305,-7.53010254340034,7.00691913231324e-06,3.8273749289345e-05,3.55502975017464,TRUE,24.5809706236506,25.2314093569594,6,6
"30","sp|H0YL09|U2Q2L_HUMAN",NA,21.6497060570587,NA,NA,NA,NA,NA,21.6497060570587,NA,1,0
"31","sp|O00116|ADAS_HUMAN",-0.571281636607119,22.5664233706079,-1.81408111075509,0.0970494140917994,0.137607981730997,-6.10642544642525,FALSE,22.3067498994229,22.87803153603,6,5
"32","sp|O00139|KIF2A_HUMAN",NA,25.4111385485531,NA,NA,NA,NA,NA,NA,25.4111385485531,0,1
"33","sp|O00148|DX39A_HUMAN",-0.35379048440503,25.8235956965156,-1.14603638950415,0.274151176943226,0.337898027938355,-7.0466774449205,FALSE,25.6467004543131,26.0004909387182,6,6
"34","sp|O00151|PDLI1_HUMAN",-0.471930910319353,24.5014161153347,-3.21238289579014,0.00747152211165014,0.0149915033879395,-3.69866972732116,TRUE,24.265450660175,24.7373815704944,6,6
"35","sp|O00159|MYO1C_HUMAN",-1.16523941373047,22.5907049251665,-5.62623536101534,0.000111990871498051,0.000409844666548146,0.636350354527896,TRUE,22.0080852183013,23.1733246320317,6,6
"36","sp|O00161|SNP23_HUMAN",-1.1518685742673,24.7963501769102,-2.10525019452075,0.059099068291926,0.0895033953704602,-5.64691435589651,FALSE,24.2727735522433,25.4246421265106,6,5
"37","sp|O00178|GTPB1_HUMAN",0.26528562058705,23.096437939316,0.406270108984582,0.693116263854491,0.745943910783312,-7.51928492111919,FALSE,23.2025521875508,22.9372665669638,6,4
"38","sp|O00192|ARVC_HUMAN",NA,21.299817259066,NA,NA,NA,NA,NA,21.299817259066,NA,1,0
"39","sp|O00193|SMAP_HUMAN",0.01418645771229,30.4186365638261,0.0213055232304359,0.983352598444454,0.986919436432833,-7.72020346433559,FALSE,30.4257297926822,30.4115433349699,6,6
"40","sp|O00203|AP3B1_HUMAN",0.137781076233418,28.5840202062988,1.75262589646063,0.105188137262514,0.147306679466805,-6.24229093349195,FALSE,28.6529107444155,28.5151296681821,6,6
"41","sp|O00213|APBB1_HUMAN",NA,22.7548311333803,NA,NA,NA,NA,NA,NA,22.7548311333803,0,3
"42","sp|O00231|PSD11_HUMAN",-0.212677704308862,28.1753196456617,-0.43525434440776,0.67651351105133,0.731778600797099,-7.24413275293337,FALSE,28.0234069997268,28.2360847040357,2,5
"43","sp|O00232|PSD12_HUMAN",-2.20391416483171,23.1070750569194,-2.94220790553898,0.0134150416684333,0.024451733689169,-4.20064995089287,TRUE,21.9049400579203,24.108854222752,5,6
"44","sp|O00257|CBX4_HUMAN",-1.6173997562042,23.4663954658864,-8.44595337858402,3.92630239986527e-06,2.34407141521781e-05,4.31336649813724,TRUE,22.5841774170477,24.2015771732519,5,6
"45","sp|O00264|PGRC1_HUMAN",-0.464074779025424,32.3711448341423,-3.104990539244,0.00911908853187791,0.0175895779862365,-3.89849863530415,TRUE,32.1391074446296,32.603182223655,6,6
"46","sp|O00267|SPT5H_HUMAN",-1.67185631510237,23.5243070653049,-4.22043504788852,0.00144019628503294,0.00353606634773961,-1.91853144098956,TRUE,22.6123854388854,24.2842417539878,5,6
"47","sp|O00273|DFFA_HUMAN",-0.910198744221632,26.5470496628578,-6.65256798877924,0.000161928154605796,0.000562861603803396,0.875255643897665,TRUE,25.9781754477193,26.8883741919409,3,5
"48","sp|O00299|CLIC1_HUMAN",-0.0758569586829107,26.16916815416,-0.4624025051359,0.6520761827116,0.709857725453478,-7.60586391530581,FALSE,26.1312396748186,26.2070966335015,6,6
"49","sp|O00303|EIF3F_HUMAN",NA,23.4348749553988,NA,NA,NA,NA,NA,23.4348749553988,NA,1,0
"50","sp|O00311|CDC7_HUMAN",NA,20.4394206984484,NA,NA,NA,NA,NA,NA,20.4394206984484,0,2
"51","sp|O00400|ACATN_HUMAN",-0.561772334776604,21.5041268656974,-2.76127979016466,0.0185374588663416,0.0323834561202056,-4.52284042783493,TRUE,21.2487758044353,21.8105481392119,6,5
"52","sp|O00401|WASL_HUMAN",0.0569366748289392,25.7117747173349,0.22818616965006,0.823348895312354,0.852405321188908,-7.69235732886937,FALSE,25.7402430547493,25.6833063799204,6,6
"53","sp|O00410|IPO5_HUMAN",-1.42788579654728,26.5636992927972,-1.50994265092787,0.159278947288374,0.213144419041422,-6.54538747385777,FALSE,25.7848524946805,27.2127382912277,5,6
"54","sp|O00418|EF2K_HUMAN",0.173175075768191,25.8618740259534,0.346831612859717,0.734732480818612,0.78158631829501,-7.65573414238742,FALSE,25.9484615638375,25.7752864880693,6,6
"55","sp|O00422|SAP18_HUMAN",0.104291076688289,21.1524281296335,0.220302278201537,0.83437699374315,0.862510604407029,-7.03343080447994,FALSE,21.2358609909841,21.1315699142958,1,4
"56","sp|O00425|IF2B3_HUMAN",NA,20.7740819419696,NA,NA,NA,NA,NA,20.7740819419696,NA,5,0
"57","sp|O00429|DNM1L_HUMAN",-2.37544975851305,26.7813768001559,-4.61374787646719,0.000598788590719862,0.0016868191839567,-1.1138169751094,TRUE,25.5936519208994,27.9691016794125,6,6
"58","sp|O00443|P3C2A_HUMAN",-0.765710390248344,24.0608949217067,-5.46787305803044,0.000144200924958096,0.000511162237117085,0.371416721170218,TRUE,23.6780397265825,24.4437501168309,6,6
"59","sp|O00472|ELL2_HUMAN",-0.0563134525234702,24.9282805766418,-0.211626383917111,0.835955122431533,0.863491826185007,-7.69627933484904,FALSE,24.9001238503801,24.9564373029036,6,6
"60","sp|O00479|HMGN4_HUMAN",NA,21.4916019620221,NA,NA,NA,NA,NA,NA,21.4916019620221,0,2
"61","sp|O00499|BIN1_HUMAN",-0.513343750666147,27.9412626531117,-2.85128733296228,0.0146059144229771,0.0261737371150032,-4.36719081219146,TRUE,27.6845907777786,28.1979345284447,6,6
"62","sp|O00505|IMA4_HUMAN",0.152084541135742,28.9823145194167,1.48171031110939,0.166529254785979,0.220935303718006,-6.58356701132671,FALSE,29.0514438562966,28.8993593151608,6,5
"63","sp|O00512|BCL9_HUMAN",0.00695610435069622,25.0279522937244,0.0310443627088071,0.97574523766701,0.980354604009695,-7.71992782696882,FALSE,25.0314303458998,25.0244742415491,6,6
"64","sp|O00522|KRIT1_HUMAN",-1.50160472922757,22.1535960932462,-9.91345169385304,8.16511465254665e-07,6.04040981796005e-06,5.97915791984866,TRUE,21.4710484890519,22.9726532182795,6,5
"65","sp|O00560|SDCB1_HUMAN",0.84519768080112,22.5657573928404,2.71678021614398,0.0217108345628378,0.0371452840710593,-4.59927217606658,TRUE,22.988356233241,22.1431585524398,5,5
"66","sp|O00566|MPP10_HUMAN",1.36853774641632,26.3751214693788,6.42165376241084,0.000123156008131191,0.000443491953090414,1.00682062450931,TRUE,26.8313007181842,25.4627629717679,6,3
"67","sp|O00567|NOP56_HUMAN",0.798840295752282,29.7449445152623,1.11807053429782,0.285451088051001,0.349546618437408,-7.07759775974834,FALSE,30.1443646631384,29.3455243673861,6,6
"68","sp|O00571|DDX3X_HUMAN",-0.927210115804325,25.521249679107,-1.26518865081085,0.229853146397777,0.291753173141229,-6.90820599448017,FALSE,25.0576446212048,25.9848547370091,6,6
"69","sp|O00592|PODXL_HUMAN",-1.44268199565458,23.8299088031911,-2.24432814191085,0.0515319197663521,0.0792422607161755,-5.30430929556971,FALSE,23.3490148046396,24.7916968002942,6,3
"70","sp|O00629|IMA3_HUMAN",-0.942442361884545,22.9011173633128,-6.42906397524962,4.91574467068169e-05,0.000202521538914404,1.63189448065449,TRUE,22.4727344715471,23.4151768334317,6,5
"71","sp|O00712|NFIB_HUMAN",0.20780195362718,23.3565092665766,0.680731696328615,0.545129425055524,0.610222182060509,-6.68686922869138,FALSE,23.4257765844523,23.2179746308252,2,1
"72","sp|O00750|P3C2B_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"73","sp|O00762|UBE2C_HUMAN",-0.610838188782292,22.4490883576661,-2.54498810839123,0.0257252764679426,0.0429132920688277,-4.92213796057766,TRUE,22.1436692632749,22.7545074520572,6,6
"74","sp|O00764|PDXK_HUMAN",NA,22.9159702707568,NA,NA,NA,NA,NA,NA,22.9159702707568,0,4
"75","sp|O00767|SCD_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"76","sp|O13297|CET1_YEAST",NA,23.5629064923531,NA,NA,NA,NA,NA,23.5629064923531,NA,3,0
"77","sp|O13516|RS9A_YEAST",2.91922795897547,23.7225454157187,13.0283288830368,1.3669248340866e-07,1.34053176092124e-06,8.04359320939224,TRUE,24.8902365993088,21.9710086403334,6,4
"78","sp|O13563|RPN13_YEAST",4.15148868768302,27.4671530898731,18.6806941431675,1.1347507544263e-09,2.25822036100158e-08,12.8442816307233,TRUE,29.3541934024563,25.2027047147733,6,5
"79","sp|O14467|MBF1_YEAST",2.6125095994443,23.8562997113649,10.0746551193896,3.41189716499982e-06,2.09958156464636e-05,4.84760100135993,TRUE,24.727136244513,22.1146266450687,6,3
"80","sp|O14468|YO304_YEAST",NA,21.5493706571029,NA,NA,NA,NA,NA,21.5493706571029,NA,3,0
"81","sp|O14497|ARI1A_HUMAN",-0.869702467447672,25.679813143284,-2.36192005778467,0.0359529927362809,0.0575214077487371,-5.24503384386811,FALSE,25.2449619095602,26.1146643770078,6,6
"82","sp|O14523|C2C2L_HUMAN",0.0827724642976881,23.4589555532421,0.127153595745986,0.900927632498071,0.918196086669942,-7.71171304596355,FALSE,23.500341785391,23.4175693210933,6,6
"83","sp|O14524|NEMP1_HUMAN",-0.378245343101016,22.4532259848214,-2.77450358705762,0.0216316200090011,0.0370470069907553,-4.49247230288886,TRUE,22.2430896830986,22.6213350261996,4,5
"84","sp|O14544|SOCS6_HUMAN",-0.623720717153208,20.9287351217618,-2.14064694708202,0.0993094105149686,0.140248396952841,-5.14436176730298,FALSE,20.7728049424735,21.3965256596267,3,1
"85","sp|O14578|CTRO_HUMAN",-0.919167535276735,25.8559693938523,-5.00946630923739,0.000305761892563113,0.000958993290684122,-0.41429206570637,TRUE,25.396385626214,26.3155531614907,6,6
"86","sp|O14579|COPE_HUMAN",-0.114393974485554,22.1574884167916,-0.191666319583292,0.855568936029027,0.879186075124327,-7.04040205888635,FALSE,22.0659732372031,22.1803672116887,1,4
"87","sp|O14617|AP3D1_HUMAN",-0.964711691908707,22.9008475914516,-1.19700414702791,0.256503150762089,0.320440610148086,-6.93985415404705,FALSE,22.4623422769476,23.4270539688564,6,5
"88","sp|O14639|ABLM1_HUMAN",NA,22.3613926875776,NA,NA,NA,NA,NA,NA,22.3613926875776,0,5
"89","sp|O14646|CHD1_HUMAN",-0.354552763954334,25.3875838682278,-1.57639035122867,0.140955578740389,0.190952163397112,-6.49971714589093,FALSE,25.2103074862507,25.564860250205,6,6
"90","sp|O14647|CHD2_HUMAN",0.454593556495911,24.0679362604172,1.66110809182462,0.12493952700289,0.171605024717848,-6.33321662995077,FALSE,24.2745696951881,23.8199761386922,6,5
"91","sp|O14672|ADA10_HUMAN",-1.06462799125772,24.5921804671738,-3.70488391169207,0.0100815736488472,0.0190809761551875,-3.188272137842,TRUE,23.882428473002,24.9470564642597,2,4
"92","sp|O14681|EI24_HUMAN",-0.349983948350532,26.3589167170951,-4.11755640561518,0.00143102341790622,0.00352626552580366,-2.01496922643844,TRUE,26.1839247429199,26.5339086912704,6,6
"93","sp|O14686|KMT2D_HUMAN",-0.744282136913722,26.8203063385125,-4.93817300483464,0.000344579893785112,0.00105858482723628,-0.538921968946618,TRUE,26.4481652700556,27.1924474069693,6,6
"94","sp|O14713|ITBP1_HUMAN",0.656425795368995,21.8890903225826,0.674465300213959,0.525204827159214,0.59044335210532,-6.82845762109806,FALSE,22.4361118187235,21.7796860233545,1,5
"95","sp|O14733|MP2K7_HUMAN",NA,24.195739482349,NA,NA,NA,NA,NA,NA,24.195739482349,0,5
"96","sp|O14737|PDCD5_HUMAN",NA,22.4889785241,NA,NA,NA,NA,NA,NA,22.4889785241,0,4
"97","sp|O14757|CHK1_HUMAN",-2.43498026870072,23.6982878450694,-6.63434953239569,2.43127803861901e-05,0.000109729962406107,2.24243392264219,TRUE,22.480797710719,24.9157779794198,6,6
"98","sp|O14776|TCRG1_HUMAN",-0.41550207484431,21.2024211803724,-1.57051728943344,0.155016147995878,0.208094655475334,-6.31290724716729,FALSE,20.9946701429503,21.4101722177946,4,4
"99","sp|O14777|NDC80_HUMAN",NA,22.0910161219676,NA,NA,NA,NA,NA,NA,22.0910161219676,0,4
"100","sp|O14795|UN13B_HUMAN",NA,21.3453944676704,NA,NA,NA,NA,NA,NA,21.3453944676704,0,1
"101","sp|O14818|PSA7_HUMAN",-0.548342075233007,26.071399991669,-1.57160867229307,0.160140032327813,0.213960160978228,-6.23730030330218,FALSE,25.7580616629645,26.3064037381975,3,4
"102","sp|O14874|BCKD_HUMAN",-1.14398652230256,22.3141046260822,-1.95322561313451,0.082598888485674,0.119916389725575,-5.75752170107669,FALSE,21.5514469445472,22.6954334668497,3,6
"103","sp|O14907|TX1B3_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"104","sp|O14917|PCD17_HUMAN",-0.356319268723329,24.2395203411606,-2.46126335021452,0.0316384800357854,0.0514654625056299,-5.0480544939274,FALSE,24.0451643764024,24.4014836451257,5,6
"105","sp|O14920|IKKB_HUMAN",-0.4725114636205,23.5767402477888,-1.12794876824452,0.377312264408951,0.444288455288464,-6.10101648549323,FALSE,23.3404845159786,23.8129959795991,1,1
"106","sp|O14929|HAT1_HUMAN",1.36337327397991,22.7807888161772,5.96289890793045,0.000567939566423733,0.00161732079041001,-0.0183372474133296,TRUE,23.9493944795885,22.5860212056086,1,6
"107","sp|O14964|HGS_HUMAN",NA,22.3707028692288,NA,NA,NA,NA,NA,NA,22.3707028692288,0,1
"108","sp|O14967|CLGN_HUMAN",NA,21.2716050177775,NA,NA,NA,NA,NA,NA,21.2716050177775,0,1
"109","sp|O14974|MYPT1_HUMAN",-0.845968306164002,28.4851838468164,-7.45515957493762,7.74574802624359e-06,4.19725804670493e-05,3.44917653966574,TRUE,28.0621996937344,28.9081679998984,6,6
"110","sp|O14978|ZN263_HUMAN",NA,22.6773999014418,NA,NA,NA,NA,NA,NA,22.6773999014418,0,5
"111","sp|O14979|HNRDL_HUMAN",-0.97512981746424,22.6891002195124,-5.74492345072516,9.2876620000702e-05,0.000346936485030065,0.832674037342479,TRUE,22.2015353107803,23.1766651282446,6,6
"112","sp|O14980|XPO1_HUMAN",-1.25795858127886,23.5785209648278,-3.24913555544282,0.00875226401771338,0.017029133477575,-3.6610644388432,TRUE,22.8237458160605,24.0817043973394,4,6
"113","sp|O14981|BTAF1_HUMAN",NA,20.5533736720827,NA,NA,NA,NA,NA,NA,20.5533736720827,0,1
"114","sp|O15013|ARHGA_HUMAN",-6.79095512291229,27.6356591939361,-2.58399365600901,0.0295462561495945,0.0485260181839142,-4.75475103616785,TRUE,25.3720074862987,32.162962609211,6,3
"115","sp|O15014|ZN609_HUMAN",-0.224385837605688,27.7305653118301,-1.29722794731564,0.218972505217248,0.279821042153321,-6.86917612734055,FALSE,27.6183723930273,27.8427582306329,6,6
"116","sp|O15027|SC16A_HUMAN",-0.747041374778041,26.9490840409647,-4.50647498702179,0.000721030362035596,0.00197557674879801,-1.30655477297881,TRUE,26.5755633535757,27.3226047283537,6,6
"117","sp|O15037|KHNYN_HUMAN",-1.80883083250994,23.3079475606408,-10.8670578196876,3.2461466023375e-07,2.84331251771765e-06,6.95532344668553,TRUE,22.3213125610899,24.1301433935999,5,6
"118","sp|O15042|SR140_HUMAN",0.175137897870135,25.2819674452082,0.591898330153564,0.564919282543874,0.629476201210479,-7.53374633543582,FALSE,25.3695363941433,25.1943984962732,6,6
"119","sp|O15047|SET1A_HUMAN",-0.479077140046706,23.7317297216052,-2.44946751286439,0.030648653461833,0.0500467215597973,-5.0916099892571,FALSE,23.4921911515819,23.9712682916286,6,6
"120","sp|O15055|PER2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"121","sp|O15056|SYNJ2_HUMAN",NA,22.4564508050214,NA,NA,NA,NA,NA,NA,22.4564508050214,0,1
"122","sp|O15061|SYNEM_HUMAN",NA,22.4334944465867,NA,NA,NA,NA,NA,NA,22.4334944465867,0,2
"123","sp|O15063|GRRE1_HUMAN",-0.264350522277686,23.1953793941829,-0.726512456170923,0.484211047231757,0.549806537781004,-7.34722202215147,FALSE,23.0632041330441,23.3275546553218,5,5
"124","sp|O15075|DCLK1_HUMAN",-0.889573126101854,25.0355804675668,-6.67038418950513,2.30799297679949e-05,0.000105141902276421,2.29727773783902,TRUE,24.5907939045159,25.4803670306177,6,6
"125","sp|O15116|LSM1_HUMAN",0.169238147067342,21.9818846811987,0.744571409027701,0.472162249974855,0.537380647713856,-7.37848556213591,FALSE,22.0588111116839,21.8895729646166,6,5
"126","sp|O15126|SCAM1_HUMAN",NA,22.5057675522231,NA,NA,NA,NA,NA,NA,22.5057675522231,0,4
"127","sp|O15143|ARC1B_HUMAN",-2.12623955452205,21.931063924071,-8.643610496024,0.00100428141562423,0.00260565033091079,0.0683058250664583,TRUE,21.3995040354405,23.5257435899626,3,1
"128","sp|O15144|ARPC2_HUMAN",NA,21.5741086679566,NA,NA,NA,NA,NA,NA,21.5741086679566,0,4
"129","sp|O15151|MDM4_HUMAN",NA,21.1960768684555,NA,NA,NA,NA,NA,21.1960768684555,NA,2,0
"130","sp|O15155|BET1_HUMAN",0.658714734183982,22.7902817245586,2.99153461656836,0.013562464903415,0.0246514996063971,-4.10649551128131,TRUE,23.0537676182322,22.3950528840482,6,4
"131","sp|O15164|TIF1A_HUMAN",-1.25971825346213,25.0820054741425,-7.2987781955225,9.56898449389563e-06,5.00203598044959e-05,3.22601004231479,TRUE,24.4521463474114,25.7118646008735,6,6
"132","sp|O15169|AXIN1_HUMAN",NA,24.244789703063,NA,NA,NA,NA,NA,NA,24.244789703063,0,3
"133","sp|O15172|PSPHL_HUMAN",NA,20.6832878639977,NA,NA,NA,NA,NA,NA,20.6832878639977,0,1
"134","sp|O15173|PGRC2_HUMAN",0.0488594983660321,29.9728979843574,0.340040473253758,0.739712349538645,0.785297793812918,-7.65823159297178,FALSE,29.9973277335404,29.9484682351743,6,6
"135","sp|O15194|CTDSL_HUMAN",-0.851513075499186,22.5106981796206,-7.55171482179519,3.53469818176809e-05,0.000152840888342526,2.30297588949851,TRUE,22.1322479238432,22.9837609993424,5,4
"136","sp|O15211|RGL2_HUMAN",NA,20.7668548305523,NA,NA,NA,NA,NA,NA,20.7668548305523,0,2
"137","sp|O15226|NKRF_HUMAN",-0.445341830728432,22.2674734626751,-1.70945357426916,0.148261333602935,0.199973570452156,-5.69425953515152,FALSE,22.1784050965294,22.6237469272579,4,1
"138","sp|O15234|CASC3_HUMAN",-2.53098980330537,25.801833330897,-5.46959043641197,0.000143803427787294,0.000510284739061691,0.37430801440463,TRUE,24.5363384292443,27.0673282325497,6,6
"139","sp|O15258|RER1_HUMAN",NA,20.8167222700399,NA,NA,NA,NA,NA,20.8167222700399,NA,2,0
"140","sp|O15294|OGT1_HUMAN",NA,22.7551426630336,NA,NA,NA,NA,NA,NA,22.7551426630336,0,6
"141","sp|O15318|RPC7_HUMAN",-0.0939006179749388,24.4172745671026,-0.115320290655395,0.910477884153199,0.926541937731261,-7.60182524730733,FALSE,24.3797143199127,24.4736149378876,6,4
"142","sp|O15347|HMGB3_HUMAN",-0.993155091709953,22.6362860568207,-2.18152254716836,0.0541507698083517,0.083044195429392,-5.49484118275868,FALSE,22.1397085109657,23.1328636026757,5,5
"143","sp|O15355|PPM1G_HUMAN",NA,22.0428672413142,NA,NA,NA,NA,NA,NA,22.0428672413142,0,4
"144","sp|O15357|SHIP2_HUMAN",NA,25.828991384418,NA,NA,NA,NA,NA,NA,25.828991384418,0,2
"145","sp|O15371|EIF3D_HUMAN",0.662373066281884,22.4903654283677,1.13083440159081,0.321582930713209,0.387242290593436,-6.34259523256419,FALSE,22.9871452280791,22.3247721617972,1,3
"146","sp|O15372|EIF3H_HUMAN",-1.10378877530081,30.4499037441078,-10.5835344293516,1.95893951501664e-07,1.83643833873323e-06,7.33251183048209,TRUE,29.8980093564574,31.0017981317582,6,6
"147","sp|O15381|NVL_HUMAN",-0.524543013984978,22.4909508118854,-0.897019274928732,0.420619350360422,0.487855367851573,-6.71752469715138,FALSE,22.228679304893,22.7532223188779,2,2
"148","sp|O15397|IPO8_HUMAN",NA,24.4050646610487,NA,NA,NA,NA,NA,NA,24.4050646610487,0,6
"149","sp|O15409|FOXP2_HUMAN",-0.360210788284183,23.1969137939638,-3.76943293009838,0.00268097770093315,0.00616027489282614,-2.65924904317875,TRUE,23.0168083998217,23.3770191881059,6,6
"150","sp|O15417|TNC18_HUMAN",-0.663517254730636,25.2250571968098,-2.23849315726823,0.0449484479349555,0.0702939192659253,-5.45779618208393,FALSE,24.8932985694445,25.5568158241751,6,6
"151","sp|O15427|MOT4_HUMAN",-0.503946994122328,25.6747693662185,-4.13630788536627,0.0013839382810563,0.00343762187622961,-1.98050301738184,TRUE,25.4227958691573,25.9267428632796,6,6
"152","sp|O15439|MRP4_HUMAN",NA,20.6553472282428,NA,NA,NA,NA,NA,NA,20.6553472282428,0,2
"153","sp|O15440|MRP5_HUMAN",-0.729901356598085,22.9019297263267,-2.35378363616876,0.0382642087084638,0.0609041638142667,-5.23223478888165,FALSE,22.5701563824185,23.3000577390166,6,5
"154","sp|O15446|RPA34_HUMAN",0.193502725303191,25.8211163132931,0.291523056079138,0.775636288774173,0.813652987268345,-7.67466125315547,FALSE,25.9178676759447,25.7243649506415,6,6
"155","sp|O15504|NUP42_HUMAN",2.00474923139909,24.4887548480537,2.93847738041926,0.012423564854533,0.0228897624255418,-4.20679938768007,TRUE,25.4911294637533,23.4863802323542,6,6
"156","sp|O15511|ARPC5_HUMAN",NA,21.5455202215931,NA,NA,NA,NA,NA,NA,21.5455202215931,0,2
"157","sp|O15516|CLOCK_HUMAN",NA,21.3461664614642,NA,NA,NA,NA,NA,21.3461664614642,NA,3,0
