ProteinName,Ibaq,IbaqLog,IbaqPpb,Condition
sp|P00558|PGK1_HUMAN,130852743204.96875,89.92993723587861,93027.00728953537,frontal cortex
sp|Q71U36|TBA1A_HUMAN,129577338840.64,89.9158065006934,92120.28536539758,frontal cortex
sp|P00325|ADH1B_HUMAN,121448088483.0,89.82233284946224,86340.96569844912,frontal cortex
sp|P12273|PIP_HUMAN,119919706050.0,89.80406181846271,85254.39433392543,frontal cortex
sp|P09104|ENOG_HUMAN,112455684445.25926,89.71134965518894,79948.00506590816,frontal cortex
sp|P02810|PRPC_HUMAN,110595067815.8,89.68728011387803,78625.23878289176,frontal cortex
sp|P07900|HS90A_HUMAN,108875835334.20749,89.66467685416501,77402.98658794168,frontal cortex
sp|P05387|RLA2_HUMAN,105736433631.0,89.622465638626,75171.09493648738,frontal cortex
sp|P13929|ENOB_HUMAN,101352160088.61072,89.56136990329311,72054.18781786246,frontal cortex
sp|Q16352|AINX_HUMAN,97152822939.02632,89.50032088789638,69068.75734038532,frontal cortex
sp|P00326|ADH1G_HUMAN,96942161728.91304,89.49718922529318,68918.99218110139,frontal cortex
sp|P43003|EAA1_HUMAN,95616124404.0,89.47731890183982,67976.27381792842,frontal cortex
sp|P51888|PRELP_HUMAN,95572809135.65384,89.47666519534384,67945.47973837386,frontal cortex
sp|P07196|NFL_HUMAN,95510438294.78572,89.47572338482699,67901.1385000782,frontal cortex
sp|P18669|PGAM1_HUMAN,95112002865.34666,89.46969238814293,67617.87920653188,frontal cortex
sp|P60903|S10AA_HUMAN,95056648810.0,89.4688525123517,67578.52640441162,frontal cortex
sp|P09543|CN37_HUMAN,91401939250.69354,89.41228974642654,64980.28746430641,frontal cortex
sp|P04279|SEMG1_HUMAN,91320371467.5,89.41100169962301,64922.29856337943,frontal cortex
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN,91245003219.02632,89.40981052736839,64868.71709134886,frontal cortex
sp|P09493|TPM1_HUMAN,90645919610.43478,89.40030705063539,64442.811192408786,frontal cortex
sp|P01861|IGHG4_HUMAN,89086224091.26666,89.37526732840806,63333.978447467154,frontal cortex
sp|P07355|ANXA2_HUMAN,89041491613.312,89.37454273229214,63302.17683253082,frontal cortex
sp|P21333|FLNA_HUMAN,86740441688.19304,89.33676976106098,61666.29375576322,frontal cortex
sp|P07195|LDHB_HUMAN,85584262809.89047,89.31741051053385,60844.33268482575,frontal cortex
sp|P07197|NFM_HUMAN,85461225802.56667,89.31533498182664,60756.86211067611,frontal cortex
sp|Q99798|ACON_HUMAN,81572053649.63571,89.24813994522364,57991.936917978834,frontal cortex
sp|P23297|S10A1_HUMAN,79669586117.75,89.2140940517006,56639.41761557787,frontal cortex
sp|Q99497|PARK7_HUMAN,78954117732.92308,89.20107948117203,56130.77040635224,frontal cortex
sp|P30044|PRDX5_HUMAN,78611984595.6923,89.19481424329601,55887.53804399127,frontal cortex
sp|P68104|EF1A1_HUMAN;sp|Q5VTE0|EF1A3_HUMAN,76109209772.48846,89.14813601251196,54108.24289113727,frontal cortex
sp|P21810|PGS1_HUMAN,75645958893.48001,89.1393279853764,53778.90441612418,frontal cortex
sp|P29218|IMPA1_HUMAN,74875906885.05882,89.12456654324038,53231.45212703836,frontal cortex
sp|P04350|TBB4A_HUMAN,73567942856.66667,89.09914222210747,52301.58259413073,frontal cortex
sp|P07098|LIPG_HUMAN,73557280414.6842,89.09893311245439,52294.00235512516,frontal cortex
sp|P63316|TNNC1_HUMAN,70900579004.625,89.04586238072173,50405.27633084483,frontal cortex
sp|P51911|CNN1_HUMAN,69940027880.82777,89.02618334269093,49722.39269992633,frontal cortex
sp|Q9UM22|EPDR1_HUMAN,68777524428.92308,89.00200216012422,48895.9353063274,frontal cortex
sp|O95969|SG1D2_HUMAN,68105782470.0,88.98784226591056,48418.37448047953,frontal cortex
sp|P07288|KLK3_HUMAN,67880794176.28571,88.98306841543538,48258.4237822612,frontal cortex
sp|P15309|PPAP_HUMAN,66812523558.95,88.96018352308651,47498.959241648394,frontal cortex
sp|P68371|TBB4B_HUMAN,66626133366.875,88.95615314108387,47366.449052468044,frontal cortex
sp|P12814|ACTN1_HUMAN,64314419842.85932,88.90520720992514,45722.984914211,frontal cortex
sp|P63027|VAMP2_HUMAN,62124945739.2,88.85523765814594,44166.42432241417,frontal cortex
sp|P23528|COF1_HUMAN,62114175903.10834,88.85498753420826,44158.767733824076,frontal cortex
sp|P80723|BASP1_HUMAN,60123859858.62667,88.8080026025538,42743.79437794685,frontal cortex
sp|O00244|ATOX1_HUMAN,59805514400.25,88.80034348658448,42517.47336585612,frontal cortex
sp|P00367|DHE3_HUMAN,59617176084.62162,88.79579301166001,42383.57819918456,frontal cortex
sp|P09471|GNAO_HUMAN,58641331133.5,88.77198282395334,41689.821743202214,frontal cortex
sp|P05062|ALDOB_HUMAN,57543635379.95238,88.74472133928018,40909.43802050858,frontal cortex
sp|P07585|PGS2_HUMAN,55791218615.666664,88.70010303523304,39663.594157303116,frontal cortex
sp|P62873|GBB1_HUMAN,53754950450.933334,88.64646259437548,38215.952107435085,frontal cortex
sp|P00352|AL1A1_HUMAN,51607801103.75,88.58765413337166,36689.48141159903,frontal cortex
sp|P31949|S10AB_HUMAN,51586608439.28571,88.5870615711875,36674.41493226267,frontal cortex
sp|P11217|PYGM_HUMAN,51484128543.196495,88.5841927203201,36601.559004239905,frontal cortex
sp|P11908|PRPS2_HUMAN,51342627130.73684,88.58022209003894,36500.96154937612,frontal cortex
sp|B9A064|IGLL5_HUMAN,51215330256.92308,88.5766406875313,36410.46251268678,frontal cortex
sp|P51149|RAB7A_HUMAN,51134706056.05882,88.57436777854149,36353.14443178294,frontal cortex
sp|Q99879|H2B1M_HUMAN,50890574810.454544,88.56746345822823,36179.58445429849,frontal cortex
sp|P61604|CH10_HUMAN,50495668045.3,88.55622459786775,35898.83379045362,frontal cortex
sp|P62258|1433E_HUMAN,50144430273.0,88.54615443581238,35649.12867916733,frontal cortex
sp|P11021|BIP_HUMAN,49814630690.57895,88.53663449947162,35414.66459835007,frontal cortex
sp|Q02383|SEMG2_HUMAN,49054742867.78571,88.51445760199199,34874.438323387796,frontal cortex
sp|P30084|ECHM_HUMAN,49003728785.1579,88.51295650230276,34838.17093364685,frontal cortex
sp|P05091|ALDH2_HUMAN,48054273198.73793,88.48472969907475,34163.17544180128,frontal cortex
sp|P02679|FIBG_HUMAN,47564723855.17667,88.46995697392458,33815.140626201544,frontal cortex
sp|P00738|HPT_HUMAN,47196095073.07692,88.45873246986162,33553.071742052816,frontal cortex
sp|P24752|THIL_HUMAN,47089048730.03846,88.45545654985187,33476.96939455707,frontal cortex
sp|Q5TGZ0|MIC10_HUMAN,46314378755.0,88.43152513345126,32926.234059173206,frontal cortex
sp|O76070|SYUG_HUMAN,45764652885.111115,88.41429870969326,32535.41800707642,frontal cortex
sp|P61019|RAB2A_HUMAN,45177176037.473335,88.39565906422678,32117.76369086521,frontal cortex
sp|P09936|UCHL1_HUMAN,44290190830.71429,88.36705218483813,31487.18020232776,frontal cortex
sp|P25705|ATPA_HUMAN,44188565653.03513,88.36373807396753,31414.931918392664,frontal cortex
sp|P11142|HSP7C_HUMAN,43736821868.53077,88.34891336245487,31093.774170341003,frontal cortex
sp|P01023|A2MG_HUMAN,43316618584.30602,88.33498559809584,30795.039477989685,frontal cortex
sp|P02675|FIBB_HUMAN,43295064389.15625,88.33426753951466,30779.715976011765,frontal cortex
sp|P05026|AT1B1_HUMAN,43280245451.82353,88.33377365257047,30769.180764005436,frontal cortex
sp|Q14195|DPYL3_HUMAN,43274443498.71471,88.33358023846219,30765.055987398326,frontal cortex
sp|P01859|IGHG2_HUMAN,42257425667.28571,88.29926985215545,30042.028537605125,frontal cortex
sp|P05023|AT1A1_HUMAN,42238603586.32692,88.29862711134153,30028.647374782926,frontal cortex
sp|P11233|RALA_HUMAN,42231813241.2,88.29839516274627,30023.819921646304,frontal cortex
sp|P48735|IDHP_HUMAN,41803095998.15625,88.28367476589892,29719.032409233907,frontal cortex
sp|Q6NZI2|CAVN1_HUMAN,41779168752.1,88.28284876004054,29702.021836594962,frontal cortex
sp|P12883|MYH7_HUMAN,40925891728.695206,88.25307882326874,29095.40247247561,frontal cortex
sp|P16152|CBR1_HUMAN,40764136477.73889,88.24736542572168,28980.405976863265,frontal cortex
sp|P08319|ADH4_HUMAN,40496199893.347824,88.23785150540836,28789.922094150636,frontal cortex
sp|P17600|SYN1_HUMAN,40418977315.434784,88.23509779052155,28735.022325582693,frontal cortex
sp|P61077|UB2D3_HUMAN,40359297131.6,88.23296602126769,28692.59395334794,frontal cortex
sp|P31930|QCR1_HUMAN,40033342425.16,88.22126704439559,28460.863306291085,frontal cortex
sp|P61764|STXB1_HUMAN,39623493376.538635,88.20642105153661,28169.489740098536,frontal cortex
sp|P05386|RLA1_HUMAN,39535247995.0,88.20320444589431,28106.753540989564,frontal cortex
sp|P60033|CD81_HUMAN,39316987953.888885,88.1952177736251,27951.586152533262,frontal cortex
sp|Q04941|PLP2_HUMAN,39211284722.833336,88.191333882788,27876.438662269884,frontal cortex
sp|P43004|EAA2_HUMAN,39132561699.912,88.18843452672665,27820.47218386227,frontal cortex
sp|P35749|MYH11_HUMAN,39083499605.7622,88.18662462609942,27785.59251929946,frontal cortex
sp|P10809|CH60_HUMAN,38282376286.47714,88.15674535597041,27216.050734866174,frontal cortex
sp|P51674|GPM6A_HUMAN,38180412070.11818,88.15289764495576,27143.56141850818,frontal cortex
sp|Q15785|TOM34_HUMAN,38022129536.333336,88.14690430798444,27031.033778173238,frontal cortex
sp|Q9Y570|PPME1_HUMAN,37988061978.36364,88.14561108402987,27006.814163926258,frontal cortex
sp|P61981|1433G_HUMAN,37266540754.833336,88.1179458794867,26493.863816253615,frontal cortex
sp|P12111|CO6A3_HUMAN,37123552737.78128,88.11239975506409,26392.20949110292,frontal cortex
sp|P21926|CD9_HUMAN,37060745924.875,88.10995689044725,26347.558307650746,frontal cortex
sp|P00505|AATM_HUMAN,37040278185.30322,88.10915990531826,26333.00719842898,frontal cortex
sp|P37802|TAGL2_HUMAN,36848157429.53846,88.1016574515467,26196.422985448407,frontal cortex
sp|P17174|AATC_HUMAN,36639976634.6963,88.09348355496947,26048.421225263774,frontal cortex
sp|P48047|ATPO_HUMAN,36435762133.88572,88.08542013968241,25903.23921845038,frontal cortex
sp|P68366|TBA4A_HUMAN,36173070494.36,88.07498103563803,25716.48411904234,frontal cortex
sp|Q16143|SYUB_HUMAN,36137634733.333336,88.07356705410834,25691.291809591297,frontal cortex
sp|Q9Y2S2|CRYL1_HUMAN,36001772033.77273,88.06813289035715,25594.70307913875,frontal cortex
sp|P09417|DHPR_HUMAN,35244235055.23529,88.0374522648704,25056.148087485974,frontal cortex
sp|P35080|PROF2_HUMAN,35105422566.125,88.0317588654615,24957.462266156923,frontal cortex
sp|P17677|NEUM_HUMAN,34865597061.11875,88.0218691590233,24786.963364445055,frontal cortex
sp|Q8NFW8|NEUA_HUMAN,33993581160.766666,87.98532732667486,24167.02198964655,frontal cortex
sp|P07437|TBB5_HUMAN,33184564109.6375,87.95057729561327,23591.868322482973,frontal cortex
sp|P02042|HBD_HUMAN,33047064146.363636,87.94458708201435,23494.115613808364,frontal cortex
sp|Q16653|MOG_HUMAN,32817018833.214287,87.93450915890274,23330.56973391996,frontal cortex
sp|P62760|VISL1_HUMAN,32379261970.933334,87.91513507382686,23019.35569422142,frontal cortex
sp|P40939|ECHA_HUMAN,32114004000.52174,87.90326752422708,22830.776115813696,frontal cortex
sp|Q9UQM7|KCC2A_HUMAN,31739519535.37143,87.88634526073498,22564.544256885176,frontal cortex
sp|P61266|STX1B_HUMAN,31502401264.45,87.8755267734953,22395.970006340518,frontal cortex
sp|P12036|NFH_HUMAN,31497876682.264584,87.8753195492574,22392.753349741386,frontal cortex
sp|P09228|CYTT_HUMAN,31113843285.875,87.85762158393165,22119.732878864455,frontal cortex
sp|P06744|G6PI_HUMAN,31003970272.49474,87.85251794593285,22041.620969505107,frontal cortex
sp|P08133|ANXA6_HUMAN,29613161546.0,87.78630349458727,21052.854739856335,frontal cortex
sp|P23141|EST1_HUMAN,29415426032.971428,87.77663790295426,20912.278833219858,frontal cortex
sp|P04216|THY1_HUMAN,29359184175.125,87.77387685106864,20872.294866573768,frontal cortex
sp|P31327|CPSM_HUMAN,29309312872.754253,87.771424117436,20836.839912435626,frontal cortex
sp|P38646|GRP75_HUMAN,29034919517.37442,87.75785400654395,20641.765724108252,frontal cortex
sp|P16949|STMN1_HUMAN,28968378103.6,87.75454388406067,20594.459504669252,frontal cortex
sp|Q15084|PDIA6_HUMAN,28949433350.907406,87.75360008107334,20580.99113095643,frontal cortex
sp|P04080|CYTB_HUMAN,28699380344.142857,87.74108455917035,20403.221201849035,frontal cortex
sp|P00568|KAD1_HUMAN,28606118581.6,87.73638873054534,20336.918712108185,frontal cortex
sp|P12110|CO6A2_HUMAN,28291221390.077778,87.7204194337244,20113.049172855914,frontal cortex
sp|Q04917|1433F_HUMAN,28126732937.855556,87.71200695760646,19996.109565254785,frontal cortex
sp|Q15907|RB11B_HUMAN,28064034703.6875,87.70878740845833,19951.535573574252,frontal cortex
sp|P0DML2|CSH1_HUMAN;sp|P0DML3|CSH2_HUMAN,27781601347.07333,87.6941947310074,19750.745515368148,frontal cortex
sp|O75947|ATP5H_HUMAN,27537338679.636364,87.6814541098364,19577.092106294203,frontal cortex
sp|P67936|TPM4_HUMAN,27533986026.61905,87.68127845196314,19574.708608103472,frontal cortex
sp|P02749|APOH_HUMAN,27515235271.227272,87.68029563614031,19561.37815269389,frontal cortex
sp|P12109|CO6A1_HUMAN,27462070885.884377,87.67750539324354,19523.582050436486,frontal cortex
sp|P49773|HINT1_HUMAN,27378578718.25,87.67311252663333,19464.225048841374,frontal cortex
sp|P06753|TPM3_HUMAN,27266399382.541668,87.6671891717601,19384.4735081012,frontal cortex
sp|P50461|CSRP3_HUMAN,27229794722.12857,87.66525107788543,19358.450194201345,frontal cortex
sp|P02763|A1AG1_HUMAN,27210042766.857143,87.6642041956579,19344.4079567823,frontal cortex
sp|O14618|CCS_HUMAN,26961554493.533333,87.6509686503845,19167.750442024288,frontal cortex
sp|Q16698|DECR_HUMAN,26938277013.477272,87.64972254974967,19151.201806865258,frontal cortex
sp|P14854|CX6B1_HUMAN,26819732633.414284,87.64335982659169,19066.92517163279,frontal cortex
sp|P15104|GLNA_HUMAN,26813510798.190475,87.64302510095182,19062.50188866185,frontal cortex
sp|P19429|TNNI3_HUMAN,26727873325.363636,87.63841002180354,19001.619727433932,frontal cortex
sp|P20962|PTMS_HUMAN,26541213055.333332,87.62829928154484,18868.917532008225,frontal cortex
sp|Q01469|FABP5_HUMAN,26345785531.454544,87.6176371675905,18729.98244174443,frontal cortex
sp|O15212|PFD6_HUMAN,26292397446.083332,87.61471067020545,18692.02730465401,frontal cortex
sp|P33121|ACSL1_HUMAN,26266343862.52381,87.61328037039456,18673.505057062197,frontal cortex
sp|P21281|VATB2_HUMAN,26215728738.4,87.61049762163529,18637.521298483665,frontal cortex
sp|O14880|MGST3_HUMAN,25329036409.25,87.56085716528901,18007.146025126156,frontal cortex
sp|P24310|CX7A1_HUMAN,24919295626.0,87.53732826096034,17715.849427923673,frontal cortex
sp|O43488|ARK72_HUMAN,24140067229.22222,87.4914946654931,17161.87337842113,frontal cortex
sp|P04083|ANXA1_HUMAN,24132098043.25909,87.49101832037336,17156.20785317094,frontal cortex
sp|P08134|RHOC_HUMAN,24005717285.363636,87.48344301558026,17066.360109837187,frontal cortex
sp|Q9Y617|SERC_HUMAN,23919817650.41379,87.47827136292247,17005.291569958506,frontal cortex
sp|P07099|HYEP_HUMAN,23849603981.310345,87.47403028226012,16955.374637783232,frontal cortex
sp|P37840|SYUA_HUMAN,23806619354.125,87.47142773757858,16924.815620611957,frontal cortex
sp|P15121|ALDR_HUMAN,23767419084.772728,87.4690502203927,16896.947013095847,frontal cortex
sp|P02511|CRYAB_HUMAN,23736995533.692307,87.46720231161945,16875.318028950678,frontal cortex
sp|Q9P0J0|NDUAD_HUMAN,23730425616.6,87.46680294773411,16870.647284491923,frontal cortex
sp|O14983|AT2A1_HUMAN,23382612542.152832,87.44550110290882,16623.376890157815,frontal cortex
sp|P08865|RSSA_HUMAN,23361532809.713333,87.44419990776294,16608.390697470673,frontal cortex
sp|Q00610|CLH1_HUMAN,23260905141.37347,87.43797220840173,16536.851571832947,frontal cortex
sp|Q8N3J6|CADM2_HUMAN,23233969456.0,87.43630062699002,16517.70221249807,frontal cortex
sp|Q16181|SEPT7_HUMAN,23134024447.842857,87.43008123387867,16446.648409767902,frontal cortex
sp|P31150|GDIA_HUMAN,22978597429.25,87.42035571279618,16336.15083793649,frontal cortex
sp|P62328|TYB4_HUMAN,22868391740.4,87.41341988080855,16257.802419944685,frontal cortex
sp|O43837|IDH3B_HUMAN,22762693908.41739,87.4067362786722,16182.658768038722,frontal cortex
sp|P52565|GDIR1_HUMAN,22627204702.714287,87.39812334091695,16086.335565193422,frontal cortex
sp|P0DTE7|AMY1B_HUMAN;sp|P0DTE8|AMY1C_HUMAN;sp|P0DUB6|AMY1A_HUMAN,22441659540.535484,87.38624433743263,15954.426132255452,frontal cortex
sp|P27348|1433T_HUMAN,22326910142.77778,87.37884857961394,15872.847459923341,frontal cortex
sp|P02545|LMNA_HUMAN,22269771165.99111,87.37515170526638,15832.225705423905,frontal cortex
sp|P22695|QCR2_HUMAN,22264840872.412502,87.3748322723669,15828.720616837736,frontal cortex
sp|Q8NBS9|TXND5_HUMAN,21961001858.555557,87.35500884297842,15612.712656556458,frontal cortex
sp|Q9UBI6|GBG12_HUMAN,21809671534.0,87.3450330138788,15505.127543239376,frontal cortex
sp|P30101|PDIA3_HUMAN,21448650046.735294,87.32095182056293,15248.466905450183,frontal cortex
sp|P61204|ARF3_HUMAN;sp|P84077|ARF1_HUMAN,21262642917.272728,87.30838590456493,15116.229046582255,frontal cortex
sp|P15086|CBPB1_HUMAN,20889048209.03448,87.28281173032241,14850.629741627896,frontal cortex
sp|P15153|RAC2_HUMAN,20812024495.909092,87.27748228203171,14795.871351800646,frontal cortex
sp|P02765|FETUA_HUMAN,20718560465.944443,87.27098873900567,14729.425064287883,frontal cortex
sp|O00483|NDUA4_HUMAN,20658009297.0,87.26676620755768,14686.377483497306,frontal cortex
sp|P05093|CP17A_HUMAN,20566884075.51852,87.26038821074587,14621.593922714485,frontal cortex
sp|P46782|RS5_HUMAN,20512311243.5,87.25655502950531,14582.796514898238,frontal cortex
sp|Q13011|ECH1_HUMAN,20462943729.363636,87.25307867274637,14547.699718415832,frontal cortex
sp|P27824|CALX_HUMAN,20364419525.789474,87.24611566340705,14477.656006838975,frontal cortex
sp|P02652|APOA2_HUMAN,20312939200.4,87.24246397843433,14441.057151606934,frontal cortex
sp|P02656|APOC3_HUMAN,20222770135.0,87.23604560410767,14376.953349892077,frontal cortex
sp|P18124|RL7_HUMAN,20067822486.125,87.22494905316883,14266.796575885342,frontal cortex
sp|P07237|PDIA1_HUMAN,19851462981.9,87.20931030429706,14112.980334179414,frontal cortex
sp|O94811|TPPP_HUMAN,19743751382.028572,87.20146110449889,14036.405036321796,frontal cortex
sp|P35579|MYH9_HUMAN,19588714280.95,87.19008767994904,13926.184668151194,frontal cortex
sp|Q13554|KCC2B_HUMAN,19168074563.51351,87.15877039685222,13627.139702781707,frontal cortex
sp|P0DOX2|IGA2_HUMAN,19045168438.96,87.1494900189576,13539.76217698648,frontal cortex
sp|O60831|PRAF2_HUMAN,18945973113.333332,87.14195621377439,13469.241345293216,frontal cortex
sp|O75964|ATP5L_HUMAN,18658888348.75,87.11992800802398,13265.144466362868,frontal cortex
sp|Q6P587|FAHD1_HUMAN,18352714686.882355,87.09605845017482,13047.476737152103,frontal cortex
sp|Q9BY11|PACN1_HUMAN,18313643764.703705,87.0929838363116,13019.700086290233,frontal cortex
sp|Q14103|HNRPD_HUMAN,18249033333.133335,87.0878850167699,12973.766658060444,frontal cortex
sp|P30048|PRDX3_HUMAN,18206946948.5,87.08455399426526,12943.846227550683,frontal cortex
sp|P62736|ACTA_HUMAN,18203911261.434784,87.0843134302742,12941.688069641054,frontal cortex
sp|O14958|CASQ2_HUMAN,18109922703.25,87.07684536013258,12874.86887981564,frontal cortex
sp|P35609|ACTN2_HUMAN,18099216639.931744,87.0759922282887,12867.257629138308,frontal cortex
sp|P37108|SRP14_HUMAN,17888784834.714287,87.05912036158698,12717.655560443036,frontal cortex
sp|Q16853|AOC3_HUMAN,17883900658.121952,87.05872640864241,12714.18325775889,frontal cortex
sp|P10606|COX5B_HUMAN,17724813429.5,87.04583541334941,12601.083536543996,frontal cortex
sp|P10768|ESTD_HUMAN,17716432727.73125,87.04515311244765,12595.125452781765,frontal cortex
sp|P10620|MGST1_HUMAN,17608467280.857143,87.03633430759544,12518.369687733393,frontal cortex
sp|P26439|3BHS2_HUMAN,17472662149.5625,87.02516440677711,12421.821884229465,frontal cortex
