ProteinName,SampleID,Condition,Ibaq,IbaqNorm,IbaqLog,IbaqPpb
HBA_HUMAN,PXD010154-V82,spleen,599.1659110168927,0.00284632308314812,7.454284194857443,284632.30831481196
TYB4_HUMAN,PXD010154-V82,spleen,311.90580878140554,0.0014817009562439348,7.170760561161517,148170.0956243935
HBB_HUMAN,PXD010154-V82,spleen,300.81058536931283,0.0014289933673610376,7.155030213028068,142899.33673610375
G3P_HUMAN,PXD010154-V82,spleen,290.58075243641247,0.0013803967948954152,7.140003942244448,138039.6794895415
HMGN2_HUMAN,PXD010154-V82,spleen,277.84812582471113,0.001319910761949242,7.120544569915618,131991.07619492422
ACTC_HUMAN,PXD010154-V82,spleen,251.34196572748783,0.0011939938932770868,7.077002105584937,119399.38932770868
ACBP_HUMAN,PXD010154-V82,spleen,243.41250700511605,0.0011563251925326603,7.063079987598106,115632.51925326603
VIME_HUMAN,PXD010154-V82,spleen,237.45335319680865,0.0011280163773468492,7.052315405090348,112801.63773468492
PARK7_HUMAN,PXD010154-V82,spleen,231.27787190814152,0.0010986799037286314,7.0408711807826645,109867.99037286315
GSTP1_HUMAN,PXD010154-V82,spleen,204.8345741414947,0.000973061661028499,6.988140361538588,97306.1661028499
HMGB1_HUMAN,PXD010154-V82,spleen,202.8732355041865,0.0009637443695494729,6.983961853802736,96374.43695494729
COX6C_HUMAN,PXD010154-V82,spleen,197.53318130367086,0.0009383765719883709,6.972377156414395,93837.6571988371
TBB4B_HUMAN,PXD010154-V82,spleen,194.88674961426335,0.0009258047626330104,6.966519410600945,92580.47626330104
TAGL_HUMAN,PXD010154-V82,spleen,194.77228605492914,0.0009252610062791829,6.966264259871322,92526.10062791829
IGKC_HUMAN,PXD010154-V82,spleen,180.3569008079991,0.0008567810693762755,6.932869862169914,85678.10693762756
IF5A1_HUMAN,PXD010154-V82,spleen,178.833534388735,0.0008495443542636198,6.929186058083322,84954.43542636198
ENOA_HUMAN,PXD010154-V82,spleen,172.9724664022936,0.0008217014933882482,6.9147140762759065,82170.14933882482
CALD1_HUMAN,PXD010154-V82,spleen,172.58017336949987,0.0008198379148800785,6.913727999174968,81983.79148800785
FABPL_HUMAN,PXD010154-V82,spleen,170.03941642409055,0.0008077681108251152,6.907286704038162,80776.81108251151
ML12A_HUMAN,PXD010154-V82,spleen,167.96308734314215,0.0007979045600411846,6.901950947082189,79790.45600411846
TCP4_HUMAN,PXD010154-V82,spleen,167.78171254435108,0.0007970429434722043,6.90148172115845,79704.29434722044
H4_HUMAN,PXD010154-V82,spleen,167.7014592593048,0.0007966617021940782,6.901273939889854,79666.17021940782
MYH9_HUMAN,PXD010154-V82,spleen,165.89110778551972,0.0007880616715619943,6.896560205523858,78806.16715619943
MYH11_HUMAN,PXD010154-V82,spleen,163.55761530293626,0.0007769764722951378,6.89040786808393,77697.64722951378
HBD_HUMAN,PXD010154-V82,spleen,161.21026148211914,0.0007658254250782353,6.884129780643013,76582.54250782353
FIBB_HUMAN,PXD010154-V82,spleen,160.35992207085772,0.0007617859083929884,6.881832934767866,76178.59083929883
PPIA_HUMAN,PXD010154-V82,spleen,159.9351131447547,0.0007597678639247337,6.8806809201540595,75976.78639247337
PGK1_HUMAN,PXD010154-V82,spleen,158.5881847212439,0.0007533693132183351,6.8770079262317765,75336.93132183352
AIF1_HUMAN,PXD010154-V82,spleen,156.8649412652715,0.0007451830871056151,6.872262989460842,74518.30871056151
H2B1D_HUMAN,PXD010154-V82,spleen,156.65602079391562,0.0007441906154892756,6.871684189110777,74419.06154892755
CNN1_HUMAN,PXD010154-V82,spleen,154.97361677751095,0.0007361983961406373,6.8669948669709715,73619.83961406373
COF1_HUMAN,PXD010154-V82,spleen,153.17823590049017,0.0007276694829642618,6.861934161841705,72766.94829642618
BLVRB_HUMAN,PXD010154-V82,spleen,152.21263400862313,0.0007230824146691246,6.859187799640599,72308.24146691246
CAH1_HUMAN,PXD010154-V82,spleen,150.63387864878158,0.000715582575741816,6.854659757061196,71558.2575741816
H2A2A_HUMAN,PXD010154-V82,spleen,149.07144677718424,0.0007081602811482764,6.850131564667409,70816.02811482764
RL5_HUMAN,PXD010154-V82,spleen,148.29024609040525,0.0007044492062916037,6.847849684141556,70444.92062916038
1433E_HUMAN,PXD010154-V82,spleen,147.79903195946903,0.0007021157055133646,6.8464086878067905,70211.57055133647
RS21_HUMAN,PXD010154-V82,spleen,143.65718587012344,0.0006824399664331105,6.834064452938332,68243.99664331105
FKB1A_HUMAN,PXD010154-V82,spleen,142.834278795919,0.00067853076639765,6.831569544514246,67853.076639765
TBCA_HUMAN,PXD010154-V82,spleen,142.60702520255657,0.0006774512037312459,6.830878018788571,67745.12037312459
SEPT7_HUMAN,PXD010154-V82,spleen,141.12946064601138,0.0006704320692531205,6.826354780035349,67043.20692531204
RS14_HUMAN,PXD010154-V82,spleen,139.81730607610857,0.0006641987108922718,6.822298028364269,66419.87108922718
ARF1_HUMAN,PXD010154-V82,spleen,139.64499333421463,0.00066338014340411,6.821762467878239,66338.014340411
BAF_HUMAN,PXD010154-V82,spleen,138.69777875694106,0.000658880423599603,6.818806604149495,65888.04235996031
LPP_HUMAN,PXD010154-V82,spleen,138.43672577110573,0.0006576402977415635,6.817988417291396,65764.02977415636
APOA1_HUMAN,PXD010154-V82,spleen,138.11977637624295,0.0006561346373523458,6.816992964771367,65613.46373523457
MYL6_HUMAN,PXD010154-V82,spleen,136.45460100485826,0.0006482242622627182,6.81172528212603,64822.426226271826
